fsym_id,date,currency,ff_upd_type,ff_fp_ind_code,ff_report_freq_code,ff_fiscal_date,ff_fy_length_days,ff_fyr,ff_fpnc,ff_sales,ff_gross_inc,ff_oper_exp_oth,ff_oper_exp_tot,ff_oper_inc,ff_ptx_xord_chrg,ff_ptx_inc,ff_inc_tax,ff_min_int_exp,ff_eq_aff_inc,ff_net_income,ff_div_pfd,ff_cash_st,ff_cash_only,ff_inven,ff_assets_curr,ff_assets_oth_intang,ff_assets,ff_liabs_curr,ff_debt_st,ff_pay_acct,ff_accr_exp_xpayr,ff_debt_lt,ff_pfd_stk,ff_com_eq,ff_debt,ff_shldrs_eq,ff_net_inc_cf,ff_dep_exp_cf,ff_non_cash,ff_funds_oper_gross,ff_wkcap_chg,ff_sale_assets_bus_cf,ff_invest_activ_cf,ff_div_cf,ff_chg_cash_cf,ff_eps_reported,ff_bps,ff_com_shs_out_eps_basic,ff_com_shs_out_eps_dil,ff_com_shs_out,ff_price_close_fp,ff_consol_net_inc,ff_eq_tot,ff_eps_basic,ff_com_shs_out_eps,ff_exp_tot,ff_min_int_accum,ff_liabs_shldrs_eq,ff_ppe_net,ff_rsrv_noneq,ff_receiv_st,ff_dps,ff_dps_gross,ff_eps_rpt_date,ff_source_is_date,ff_source_bs_date,ff_source_cf_date,ff_com_eq_retain_earn,ff_ebit_oper_ps,ff_restate_ind,ff_loan_chg_cf,ff_invest_activ_oth,ff_dep_chg_cf,ff_dps_all,ff_net_inc_aft_pfd,ff_accr_exp_cf,ff_cap_lease,ff_com_eq_apic,ff_com_eq_gl,ff_com_eq_par,ff_com_shs_out_secs,ff_curn_doc,ff_debt_lt_curr,ff_debt_lt_xcap,ff_dep_exp_xamort_cf,ff_eps,ff_eps_contin_oper,ff_eps_secs,ff_eps_xord,ff_gain_sale_assets_net,ff_oper_exp,ff_oper_inc_bef_dep,ff_opt_wrnt_cf,ff_par_ps,ff_pay_acct_cf,ff_pfd_stk_nred,ff_pfd_stk_red,ff_stk_sale_xopt_cf,ff_tot_invest_ret,ff_treas_shs,ff_treas_stk,ff_wkcap_assets_oth,ff_cash_generic,ff_actg_chg,ff_mkt_val_secs,ff_pbk_secs,ff_bps_secs,ff_disc_oper,ff_misc_exp_non_oper,ff_xord_items,ff_assets_curr_misc,ff_liabs_curr_misc,ff_invest_sale_cf,ff_stk_purch_cf,ff_stk_sale_cf,ff_debt_st_cf,ff_capex_fix,ff_debt_lt_iss_cf,ff_debt_lt_reduct_cf,ff_fin_uses_cf,ff_fin_sources_cf,ff_liabs_oth_xdfd_rev,ff_invest_purch_cf,ff_cogs_xdep,ff_dep_amort_exp,ff_rd_exp,ff_dps_secs,ff_wkcap_ps,ff_ppe_net_owned,ff_debt_st_xoper,ff_debt_lt_xlease,ff_debt_lt_xoper,ff_restruct_exp
QH6KJ2-R,2013-06-30,USD,3,4,1.0,2013-06-30,91.0,2013,201306,375.009,133.01,0.0,343.06,31.949,0.0,33.546,5.304,0.0,0.0,28.242,0.0,1023.915,190.069,197.001,1515.766,993.811,3052.41,207.411,0.0,121.441,21.812,,0.0,2806.652,0.0,2806.652,28.242,38.931,8.716,75.889,-14.725,0.0,0.0,0.0,11.631,0.23,23.46248,117.675,122.79130434783,119.623,63.83,28.242,2806.652,0.24,122.79130434783,343.06,0.0,3052.41,542.833,0.0,192.507,0.0,0.0,2013-08-13,2013-08-28,2013-08-28,2013-08-28,772.496,0.260189434176042,0,0.0,0.0,0.0,0.0,28.242,8.194,0.0,2025.764,-0.248,0.148,119.623,USD,0.0,0.0,24.238,0.23,0.23,0.23,0.23,-1.061,343.06,70.88,,0.00125,8.305,0.0,0.0,52.877,161.063,,0.0,-18.878,1023.915,0.0,7635.54,2.72051,23.46248,0.0,-0.628,0.0,102.343,43.248,108.356,1.029,52.877,0.0,22.062,0.0,0.0,,7.754,12.843,190.583,203.068,38.931,39.365,0.0,10.9373197462027,542.833,0.0,0.0,,0.0
KXDMGL-R,2005-12-31,USD,3,2,1.0,2005-12-30,91.0,2006,200512,2300.0,591.0,0.0,2016.0,284.0,2.0,291.0,4.0,0.0,0.0,287.0,0.0,1751.0,768.0,505.0,3498.0,330.0,5434.0,1728.0,0.0,1057.0,284.0,400.0,0.0,3114.0,400.0,3114.0,287.0,149.0,17.0,453.0,109.0,0.0,48.0,38.0,-63.0,0.57,6.4472,482.0,507.0,483.0,19.99,287.0,3114.0,0.6,507.0,2016.0,0.0,5434.0,1606.0,0.0,1091.0,0.08,0.08,2006-01-18,2006-02-03,2006-02-03,2006-02-03,2480.0,0.560157790927022,0,0.0,-48.0,0.0,0.08,287.0,80.0,0.0,643.0,0.0,0.0,483.0,USD,0.0,400.0,,0.57,0.57,0.57,0.57,0.0,2016.0,433.0,10.0,1e-05,57.0,0.0,0.0,0.0,17.487,0.0,0.0,-32.0,1751.0,0.0,9655.17,3.10057,6.4472,0.0,4.0,0.0,151.0,405.0,731.0,0.0,10.0,0.0,184.0,0.0,340.0,0.0,9.0,63.0,752.0,1560.0,149.0,199.0,0.08,3.66459627329193,1606.0,0.0,400.0,400.0,0.0
QH6KJ2-R,2016-09-30,USD,3,1,1.0,2016-09-25,91.0,2017,201609,321.329,85.595,5.52,331.156,-9.827,0.0,-10.301,-7.443,0.0,0.0,0.566,0.0,589.048,127.841,291.533,1522.525,779.262,2752.755,210.875,0.0,114.302,11.558,187.0,0.0,2342.259,187.0,2342.259,0.566,35.939,17.459,54.018,-35.92,0.165,0.0,0.0,-38.313,0.0,23.49566,100.559,100.559,99.689,24.97,-2.858,2342.259,0.0056,100.559,331.156,0.0,2752.755,373.211,0.0,155.922,0.0,0.0,2016-10-18,2016-10-19,2016-10-19,2016-10-19,-35.71,-0.0977237243807118,1,0.0,0.0,0.0,0.0,0.566,-11.852,0.0,2369.408,3.784,0.124,99.689,USD,0.0,187.0,26.539,0.0056,-0.03,0.0056,0.0056,-0.304,331.156,26.112,0.0,0.00125,-2.111,0.0,0.0,0.406,4.25887,0.0,0.0,-1.922,589.048,0.0,2489.23,1.06275,23.49566,3.424,1.126,0.0,462.678,48.436,82.793,35.663,0.406,0.0,19.337,110.0,83.0,,0.012,11.676,106.749,199.795,35.939,28.531,0.0,13.1574195748779,373.211,0.0,187.0,187.0,0.0
C8X3ZJ-R,2015-09-30,USD,3,3,1.0,2015-09-30,92.0,2015,201509,0.075,-0.436,0.0,18.843,-18.768,0.0,-19.175,0.0,0.0,0.0,-19.175,0.0,141.893,90.529,0.0,143.497,0.006,165.514,11.739,3.018,2.731,5.99,6.176,0.0,142.356,9.194,142.356,-19.175,0.511,2.939,-15.725,2.019,,0.0,0.0,-5.963,-0.81,5.85509,23.755199,23.755199,24.313222,29.76,-19.175,142.356,-0.81,23.755199,18.843,0.0,165.514,19.254,0.0,0.0,0.0,0.0,2015-11-09,2015-11-10,2015-11-10,2015-11-10,-310.179,-0.790058630954849,0,0.0,-0.075,0.0,0.0,-19.175,1.014,6.176,452.501,0.01,0.024,24.313222,USD,3.018,0.0,0.511,-0.81,-0.81,-0.81,-0.81,0.0,18.843,-18.257,0.151,0.001,0.461,0.0,0.0,10.154,53.9576,0.0,0.0,0.544,141.893,0.0,723.561,5.08276,5.85509,0.0,-0.098,0.0,1.604,5.99,0.035,0.0,10.305,0.0,0.557,0.0,0.812,0.142,0.0,5.243,1.011,0.0,0.511,13.016,0.0,5.41919125322016,19.254,3.018,0.0,6.176,0.0
C8X3ZJ-R,2019-09-30,USD,3,3,1.0,2019-09-30,92.0,2019,201909,0.046,,0.0,42.586,-42.54,0.068,-41.409,0.0,0.0,0.0,-41.409,0.0,209.032,58.922,0.0,220.568,2.519,265.812,34.154,3.317,6.902,18.694,26.778,0.0,151.281,30.095,151.281,-41.409,0.734,3.642,-37.033,5.084,0.0,0.0,0.0,-31.112,-0.96,3.42975,43.314831,43.314831,44.108407,13.0,-41.409,151.281,-0.956,43.314831,42.586,0.0,265.812,41.995,0.0,5.0,0.0,0.0,2019-11-04,2019-11-04,2019-11-04,2019-11-04,-798.878,-0.982111646701334,0,0.0,0.0,0.0,0.0,-41.409,4.446,0.0,950.073,0.042,0.044,44.108407,USD,0.0,0.0,0.734,-0.956,-0.956,-0.956,-0.956,0.0,42.586,-41.806,0.0,0.001,-0.729,0.0,0.0,-0.081,-47.6861,0.0,0.0,6.367,209.032,0.0,573.409,3.79036,3.42975,0.0,-0.13,0.0,6.536,23.935,66.0,0.0,-0.081,0.0,1.484,0.0,0.0,0.0,0.0,2.892,63.598,,0.734,25.847,0.0,4.22626915544694,14.917,0.0,0.0,0.0,0.0
QH6KJ2-R,1998-09-30,USD,3,1,,1998-09-27,91.0,1999,199809,12.279,5.657,0.269,8.915,3.364,0.0,3.479,1.113,0.0,0.0,2.366,0.0,13.86,,3.249,31.51,1.632,73.81,7.55,0.069,4.969,2.512,9.931,0.0,54.176,10.0,54.176,2.366,1.168,0.344,3.878,-2.661,0.01,0.091,0.0,-4.644,0.045,1.06011,51.68,52.996,51.104,3.828125,2.366,54.176,0.045,52.996,8.915,0.0,73.81,40.668,0.0,11.696,0.0,0.0,1998-10-15,1998-10-15,1998-10-15,1998-10-15,7.49,0.0634764887916069,0,0.0,-0.091,0.0,0.0,2.366,1.119,0.0,46.622,,0.064,51.104,USD,0.069,9.931,1.14,0.045,0.045,0.045,0.045,0.0,8.915,4.532,0.0,0.005,-2.452,0.0,0.0,0.159,-16.6667,0.0,0.0,0.595,13.86,0.0,195.632,3.61106,1.06011,0.0,0.115,0.0,2.705,2.512,0.0,3.214,0.159,0.0,4.006,1.281,0.0,0.0,0.0,2.153,0.0,5.454,1.168,0.806,0.0,0.468847839699436,40.668,0.069,9.931,9.931,0.0
QH6KJ2-R,2004-12-31,USD,3,2,1.0,2004-12-26,91.0,2005,200412,97.451,49.123,0.0,67.583,29.868,1.992,28.89,3.868,0.0,0.0,25.022,0.0,200.987,118.541,25.11,291.783,143.909,759.874,73.276,,38.639,10.84,0.0,0.0,684.741,0.0,684.741,25.022,17.409,2.861,39.258,-0.378,0.2,0.742,0.0,19.995,0.32,8.94817,75.383,78.298,76.523,38.82,25.022,684.741,0.33,78.298,67.583,0.0,759.874,324.182,0.0,55.621,0.0,0.0,2005-01-13,2005-01-13,2005-01-13,2005-01-13,116.589,0.381465682392909,1,0.0,-0.702,0.0,0.0,25.022,4.446,0.0,554.448,13.609,0.095,76.523,USD,,0.0,17.012,0.32,0.32,0.32,0.32,0.248,67.583,47.277,0.0,0.00125,7.543,0.0,0.0,43.868,121.829,,0.0,-2.255,200.987,0.0,2970.62,4.33832,8.94817,0.0,1.014,0.0,2.56,18.795,21.01,0.0,43.868,0.0,47.868,0.0,0.0,0.0,0.0,0.0,35.393,30.919,17.409,11.428,0.0,2.85544215464632,324.182,,0.0,0.0,0.0
QH6KJ2-R,2002-12-31,USD,3,2,1.0,2002-12-29,91.0,2003,200212,56.727,23.54,0.123,47.451,9.276,1.4,12.157,3.161,0.0,0.0,8.996,0.0,109.201,58.319,15.144,178.193,78.954,505.141,27.819,0.0,16.05,11.769,0.0,0.0,499.045,0.0,499.045,8.996,10.359,3.626,26.161,4.849,0.0,2.176,0.0,4.066,0.12,6.81365,73.051,75.259,73.242,17.13,8.996,499.045,0.12,75.259,47.451,0.0,505.141,232.694,0.0,45.996,0.0,0.0,2003-01-16,2003-01-31,2003-01-31,2003-01-31,-12.843,0.123254361604592,0,0.0,-2.761,0.0,0.0,8.996,0.767,0.0,512.243,,0.091,73.242,USD,0.0,0.0,10.249,0.12,0.12,0.12,0.12,-2.1,47.451,19.635,0.0,0.00125,3.422,0.0,0.0,3.696,-42.3038,0.0,0.0,-1.343,109.201,0.0,1254.64,2.51407,6.81365,0.0,-0.719,0.0,7.852,11.769,42.418,0.0,3.696,0.0,23.316,0.0,0.0,0.0,0.0,-21.723,46.981,22.828,10.359,7.667,0.0,2.05311160263237,232.694,0.0,0.0,0.0,0.0
QH6KJ2-R,2017-03-31,USD,3,3,1.0,2017-03-26,91.0,2017,201703,341.505,77.714,0.0,373.407,-31.902,0.0,-10.037,88.976,0.0,0.0,-99.013,0.0,591.877,117.094,291.133,1099.371,908.629,2637.174,207.401,0.0,124.968,16.411,153.0,0.0,2210.247,153.0,2210.247,-99.015,50.885,5.018,28.186,15.252,0.875,0.0,0.0,-19.999,-1.02,22.71977,97.346,97.346,97.283,27.13,-99.013,2210.247,-1.02,97.346,373.407,0.0,2637.174,574.275,0.0,156.961,0.0,0.0,2017-04-25,2017-04-26,2017-04-26,2017-04-26,-196.854,-0.327717625788425,0,0.0,0.0,0.0,0.0,-99.013,-9.643,0.0,2403.741,-0.62,0.12,97.283,USD,0.0,153.0,37.585,-1.02,-1.02,-1.02,-1.02,-0.499,373.407,18.983,0.0,0.00125,2.945,0.0,0.0,2.139,-6.96159,0.0,0.0,8.743,591.877,0.0,2639.29,1.19411,22.71977,0.0,1.995,0.0,36.2,28.329,24.989,5.583,2.139,0.0,21.684,128.0,145.0,,0.0,19.827,44.392,212.906,50.885,41.451,0.0,9.16881675112815,574.275,0.0,153.0,153.0,-12.5
QH6KJ2-R,2021-06-30,USD,3,4,1.0,2021-06-27,91.0,2021,202106,145.8,40.2,0.0,197.3,-51.5,78.4,-140.1,5.1,0.0,0.0,-147.6,0.0,1154.6,379.0,166.6,1478.7,524.3,3446.8,448.8,9.7,44.2,267.4,841.4,0.0,2116.5,851.1,2116.5,-509.0,32.3,464.9,-11.4,-38.6,9.2,0.0,0.0,-152.6,-1.28,18.29442,115.616,115.616,115.691,98.59,-145.2,2116.5,-1.2766,115.616,197.3,0.0,3446.8,1304.4,0.0,102.3,0.0,0.0,2021-08-17,2021-08-18,2021-08-18,2021-08-18,-1563.1,-0.445440077497924,0,0.0,77.1,0.0,0.0,-147.6,2.8,10.0,3676.8,2.7,0.1,115.691,USD,5.2,823.9,27.4,-1.2766,-1.2559,-1.2766,-1.2766,-0.7,197.3,-19.2,0.0,0.00125,-5.5,0.0,0.0,9.6,70.7482,0.0,0.0,-4.9,1154.6,0.0,11406.0,5.38907,18.29442,-2.4,-4.7,0.0,29.5,325.0,116.3,0.0,9.6,0.0,176.5,0.0,0.1,4.5,1.5,37.6,132.9,73.3,32.3,45.1,0.0,8.90216179305218,1292.3,5.2,823.9,833.9,4.5
KXDMGL-R,2006-03-31,USD,3,3,1.0,2006-03-31,91.0,2006,200603,2289.0,556.0,0.0,2036.0,253.0,0.0,277.0,3.0,0.0,0.0,274.0,0.0,2040.0,1035.0,549.0,3912.0,348.0,5977.0,1940.0,0.0,1182.0,424.0,400.0,0.0,3443.0,400.0,3443.0,274.0,150.0,4.0,428.0,99.0,0.0,29.0,39.0,267.0,0.53,6.98377,489.0,521.0,493.0,26.33,274.0,3443.0,0.56,521.0,2036.0,0.0,5977.0,1717.0,0.0,1152.0,0.08,0.08,2006-04-18,2006-04-28,2006-04-28,2006-04-28,2754.0,0.485604606525912,0,0.0,-29.0,0.0,0.08,274.0,100.0,0.0,692.0,0.0,0.0,493.0,USD,0.0,400.0,,0.53,0.53,0.53,0.53,0.0,2036.0,403.0,68.0,1e-05,125.0,0.0,0.0,0.0,37.3711,0.0,0.0,-28.0,2040.0,0.0,12980.7,3.77017,6.98377,0.0,12.0,0.0,171.0,553.0,709.0,0.0,68.0,0.0,253.0,0.0,0.0,0.0,0.0,65.0,716.0,1583.0,150.0,195.0,0.08,4.0,1717.0,0.0,400.0,400.0,0.0
QH6KJ2-R,2023-06-30,USD,3,4,1.0,2023-06-25,91.0,2023,202306,235.8,62.0,1.4,296.4,-60.6,11.6,-113.0,0.3,0.0,0.0,-113.3,0.0,2954.9,1757.0,331.4,3606.5,680.4,6586.7,627.9,8.4,44.9,425.7,4301.5,0.0,1621.9,4309.9,1621.9,-113.3,45.8,18.1,-49.4,-2.5,0.0,0.0,0.0,961.9,-0.91,12.99662,124.679,124.679,124.794,49.45,-113.3,1621.9,-0.9087,124.679,296.4,0.0,6586.7,2296.0,0.0,265.3,0.0,0.0,2023-08-16,2023-08-23,2023-08-23,2023-08-23,-2064.2,-0.486048171704938,0,0.0,24.5,0.0,0.0,-113.3,6.5,9.2,3711.0,-25.1,0.2,124.794,USD,0.5,4175.1,41.9,-0.9087,-0.9087,-0.9087,-0.9087,-6.3,296.4,-16.1,0.0,0.00125,25.9,0.0,0.0,12.4,-30.7423,0.0,0.0,-5.9,2954.9,0.0,6171.06,3.80484,12.99662,0.0,-45.0,0.0,18.1,498.7,427.1,0.0,12.4,0.0,425.6,1149.3,0.1,1.5,0.0,31.5,170.5,129.3,44.5,57.1,0.0,23.8681346859625,2191.4,0.5,4175.1,4184.3,11.5
KXDMGL-R,2009-12-31,USD,3,2,1.0,2010-01-01,91.0,2010,200912,3027.0,911.0,0.0,2453.0,574.0,0.0,527.0,-6.0,0.0,0.0,533.0,0.0,2210.0,2009.0,645.0,4881.0,160.0,7388.0,2793.0,96.0,1810.0,463.0,1895.0,0.0,2335.0,1991.0,2335.0,533.0,192.0,32.0,763.0,-10.0,,1.0,0.0,361.0,1.03,4.67936,498.0,520.0,499.0,18.19,533.0,2335.0,1.07,520.0,2453.0,0.0,7388.0,1983.0,0.0,1707.0,0.0,0.0,2010-01-20,2010-02-01,2010-02-01,2010-02-01,-1436.0,1.10384615384615,0,0.0,-1.0,0.0,0.0,533.0,48.0,0.0,3776.0,0.0,0.0,499.0,USD,81.0,1895.0,184.0,1.03,1.03,1.03,1.03,0.0,2453.0,766.0,16.0,1e-05,117.0,0.0,0.0,0.0,258.661,0.0,0.0,-61.0,2210.0,0.0,9076.81,3.88728,4.67936,0.0,-11.0,0.0,319.0,667.0,44.0,0.0,16.0,-200.0,103.0,0.0,46.0,0.0,47.0,164.0,149.0,1924.0,192.0,227.0,0.0,4.18436873747495,1983.0,96.0,1895.0,1895.0,0.0
QH6KJ2-R,1999-09-30,USD,3,1,1.0,1999-09-26,91.0,2000,199909,20.048,9.414,0.101,13.593,6.455,0.0,7.024,2.388,0.0,0.0,4.636,0.0,44.953,,4.06,66.78,1.923,146.278,11.14,0.0,5.406,5.734,0.03,0.0,133.285,0.03,133.285,4.636,2.041,0.043,6.72,0.798,0.0,0.099,0.0,-1.28,0.075,2.25907,58.674,62.428,59.0,17.96875,4.636,133.285,0.08,62.428,13.593,0.0,146.278,77.575,0.0,16.9,0.0,0.0,1999-11-04,1999-10-14,1999-10-14,1999-10-14,21.031,0.10339911578138,0,0.0,-0.099,0.0,0.0,4.636,3.707,0.0,112.18,0.0,0.074,59.0,USD,0.0,0.03,2.009,0.075,0.075,0.075,0.075,0.0,13.593,8.464,0.0,0.0025,-2.081,0.0,0.0,1.045,369.388,0.0,0.0,-0.13,,0.0,1060.16,7.95405,2.25907,0.0,0.569,0.0,0.867,5.734,0.0,0.0,1.045,0.0,9.744,0.0,0.0,0.0,0.0,1.823,0.0,8.625,2.009,0.931,0.0,0.943050847457627,77.575,0.0,0.03,0.03,0.0
QH6KJ2-R,2004-09-30,USD,3,1,1.0,2004-09-26,91.0,2005,200409,95.897,53.67,0.078,60.98,34.917,0.0,36.189,11.761,0.0,0.0,24.428,0.0,176.008,98.546,22.813,254.437,134.669,683.024,60.081,,31.097,10.338,0.0,0.0,614.638,0.0,614.638,24.428,15.616,0.568,40.612,13.144,0.025,0.921,0.0,17.074,0.32,8.3238,73.503,75.6,73.841,28.7,24.428,614.638,0.32,75.6,60.98,0.0,683.024,293.918,0.0,47.805,0.0,0.0,2004-10-14,2004-10-14,2004-10-14,2004-10-14,91.567,0.461865079365079,0,0.0,-0.914,0.0,0.0,24.428,9.105,0.0,510.583,0.0,0.092,73.841,USD,,0.0,15.21,0.32,0.32,0.32,0.32,0.118,60.98,50.533,0.0,0.00125,5.738,0.0,0.0,4.309,49.4014,0.0,0.0,-0.027,176.008,0.0,2119.24,3.44794,8.3238,0.0,1.272,0.0,2.56,17.48,36.687,0.0,4.309,0.0,34.657,0.0,0.0,0.0,0.0,0.0,42.132,26.611,15.616,11.015,0.0,2.63208786446554,293.918,,0.0,0.0,0.0
KXDMGL-R,2012-09-30,USD,3,1,1.0,2012-09-28,91.0,2013,201209,3732.0,1042.0,0.0,3107.0,625.0,1.0,600.0,18.0,0.0,0.0,582.0,0.0,2470.0,1994.0,845.0,5749.0,1103.0,9522.0,2753.0,3.0,1808.0,514.0,2867.0,0.0,3483.0,2870.0,3483.0,582.0,212.0,-22.0,767.0,365.0,4.0,6.0,127.0,187.0,1.42,9.22663,394.0,409.0,377.494162,30.96,582.0,3535.0,1.48,409.0,3107.0,52.0,9522.0,2243.0,0.0,2088.0,0.32,0.32,2012-10-31,2012-10-31,2012-10-31,2012-10-31,-1658.0,1.5281173594132,0,0.0,-6.0,0.0,0.32,582.0,-189.0,0.0,5124.0,0.0,0.0,377.494162,USD,3.0,2867.0,193.0,1.42,1.42,1.42,1.42,33.0,3107.0,837.0,157.0,1e-05,-373.0,0.0,0.0,0.0,211.046,0.0,0.0,169.0,2470.0,0.0,11687.2,3.3555,9.22663,0.0,27.0,0.0,346.0,725.0,110.0,639.0,157.0,0.0,263.0,0.0,0.0,72.0,0.0,239.0,74.0,2478.0,212.0,268.0,0.32,7.93654657896405,2243.0,3.0,2867.0,2867.0,1.0
C8X3ZJ-R,2020-09-30,USD,3,3,1.0,2020-09-30,92.0,2020,202009,3.835,-1.029,0.0,80.664,-76.829,0.362,-81.257,0.0,0.0,0.0,-81.257,0.0,435.831,339.439,3.976,450.105,220.508,712.147,63.653,4.04,7.86,37.659,200.83,0.0,372.853,204.87,372.853,-81.257,3.779,13.743,-63.735,8.049,0.0,0.818,0.0,-23.877,-1.34,5.59943,60.52674,60.52674,66.587713,25.14,-81.257,372.853,-1.3425,60.52674,80.664,0.0,712.147,40.289,0.0,2.585,0.0,0.0,2020-11-09,2020-11-09,2020-11-09,2020-11-09,-1047.984,-1.26933979923584,0,0.0,-0.818,0.0,0.0,-81.257,13.09,0.0,1420.77,0.0,0.067,66.587713,USD,0.0,177.377,1.214,-1.3425,-1.3425,-1.3425,-1.3425,0.0,80.664,-73.05,3.806,0.001,1.246,0.0,0.0,0.0,93.3846,0.0,0.0,-0.646,435.831,0.0,1674.02,4.48974,5.59943,0.0,-0.146,0.0,7.713,51.753,114.5,0.0,3.806,0.0,0.777,0.0,0.0,4.493,0.0,0.0,80.409,1.085,3.779,28.589,0.0,5.80365329561627,14.843,0.0,177.377,177.377,0.3
KXDMGL-R,2011-12-31,USD,3,2,1.0,2011-12-30,91.0,2012,201112,3195.0,1012.0,0.0,2566.0,629.0,24.0,558.0,-5.0,0.0,0.0,563.0,0.0,2325.0,1918.0,827.0,5400.0,1159.0,9171.0,2372.0,0.0,1461.0,429.0,2925.0,0.0,3465.0,2925.0,3465.0,563.0,191.0,10.0,760.0,-41.0,-8.0,0.0,76.0,-649.0,1.28,7.45161,427.0,439.0,465.0,16.4,563.0,3465.0,1.32,439.0,2566.0,0.0,9171.0,2210.0,0.0,2012.0,0.18,0.18,2012-01-31,2012-02-01,2012-02-01,2012-02-01,-1150.0,1.43280182232346,0,0.0,4.0,0.0,0.18,563.0,67.0,0.0,4628.0,0.0,0.0,465.0,USD,0.0,2925.0,188.0,1.28,1.28,1.28,1.28,0.0,2566.0,820.0,25.0,1e-05,-202.0,0.0,0.0,0.0,12.7079,0.0,0.0,139.0,2325.0,0.0,7626.0,2.20087,7.45161,0.0,9.0,0.0,236.0,656.0,69.0,63.0,25.0,0.0,143.0,0.0,560.0,0.0,0.0,226.0,55.0,1992.0,191.0,259.0,0.18,6.51182795698925,2210.0,0.0,2925.0,2925.0,20.0
KXDMGL-R,2008-06-30,USD,3,4,1.0,2008-06-27,91.0,2008,200806,2899.0,678.0,0.0,2666.0,233.0,36.0,182.0,22.0,0.0,0.0,160.0,0.0,1141.0,990.0,945.0,4272.0,2734.0,10149.0,3287.0,360.0,1652.0,599.0,1670.0,0.0,4586.0,2030.0,4586.0,160.0,213.0,5.0,388.0,7.0,0.0,0.0,57.0,-153.0,0.32,9.45319,490.90909090909,506.25,485.127434,19.48,160.0,4586.0,0.33,506.25,2666.0,0.0,10149.0,2464.0,0.0,1758.0,0.12,0.12,2008-08-13,2008-08-13,2008-08-13,2008-08-13,1101.0,0.460246913580247,0,0.0,-1.0,0.0,0.12,160.0,7.0,0.0,3501.0,0.0,0.0,485.127434,USD,360.0,1670.0,193.0,0.32,0.32,0.32,0.32,0.0,2666.0,446.0,6.0,1e-05,-263.0,0.0,0.0,0.0,-8.5898,0.0,0.0,164.0,1141.0,0.0,9450.28,2.06068,9.45319,0.0,9.0,0.0,428.0,825.0,35.0,195.0,6.0,0.0,293.0,0.0,0.0,0.0,4.0,358.0,47.0,2008.0,213.0,270.0,0.12,2.03039434789004,2464.0,360.0,1670.0,1670.0,36.0
KXDMGL-R,2020-03-31,USD,3,3,1.0,2020-04-03,91.0,2020,202003,2718.0,743.0,0.0,2340.0,378.0,5.0,338.0,18.0,0.0,0.0,320.0,0.0,1616.0,1614.0,1102.0,4015.0,1484.0,8829.0,2690.0,26.0,1830.0,385.0,4142.0,0.0,1792.0,4168.0,1792.0,320.0,94.0,35.0,456.0,-66.0,0.0,0.0,170.0,-132.0,1.22,6.97276,261.0,263.0,257.0,45.76,320.0,1792.0,1.226,263.0,2340.0,0.0,8829.0,2200.0,0.0,1160.0,0.65,0.65,2020-04-22,2020-04-30,2020-04-30,2020-04-30,-4866.0,1.43726235741445,0,0.0,0.0,0.0,0.65,320.0,-16.0,0.0,6725.0,0.0,0.0,257.0,USD,12.0,4091.0,91.0,1.2167,1.2167,1.2167,1.2167,1.0,2340.0,472.0,31.0,1e-05,-34.0,0.0,0.0,0.0,0.897891,0.0,0.0,-14.0,1616.0,0.0,11760.3,6.56268,6.97276,0.0,10.0,0.0,137.0,511.0,0.0,195.0,31.0,0.0,130.0,0.0,40.0,0.0,0.0,118.0,12.0,1881.0,94.0,246.0,0.65,5.1556420233463,2093.0,12.0,4091.0,4091.0,2.0
C8X3ZJ-R,2015-03-31,USD,3,1,1.0,2015-03-31,90.0,2015,201503,0.075,,0.0,15.25,-15.175,0.042,-15.402,0.0,0.0,0.0,-15.402,0.0,153.752,153.752,0.0,155.689,0.243,175.722,6.427,0.319,2.089,4.019,0.513,0.0,163.458,0.832,163.458,-15.402,0.531,2.414,-12.457,-0.569,,0.0,0.0,-17.315,-0.65,6.82643,23.53508,23.53508,23.944861,20.73,-15.402,163.458,-0.65,23.53508,15.25,0.0,175.722,19.39,0.0,0.0,0.0,0.0,2015-05-13,2015-05-14,2015-05-14,2015-05-14,-274.199,-0.644782171974771,0,0.0,0.075,0.0,0.0,-15.402,1.175,0.513,437.633,0.0,0.024,23.944861,USD,0.319,0.0,0.531,-0.65,-0.65,-0.65,-0.65,0.0,15.25,-14.644,0.173,0.001,-1.195,0.0,0.0,0.0,-34.1905,0.0,0.0,-0.549,153.752,0.0,496.377,3.03673,6.82643,0.0,-0.047,0.0,1.937,4.019,0.0,0.0,0.173,0.0,1.801,0.0,2.736,0.0,0.0,1.583,0.0,,0.531,9.254,0.0,6.23357137049156,19.39,0.319,0.0,0.513,0.0
