fsym_id,date,currency,ff_upd_type,ff_fp_ind_code,ff_report_freq_code,ff_fiscal_date,ff_fy_length_days,ff_fyr,ff_fpnc,ff_sales,ff_gross_inc,ff_oper_exp_oth,ff_oper_exp_tot,ff_oper_inc,ff_ptx_xord_chrg,ff_ptx_inc,ff_inc_tax,ff_min_int_exp,ff_eq_aff_inc,ff_net_income,ff_div_pfd,ff_cash_st,ff_cash_only,ff_inven,ff_assets_curr,ff_assets_oth_intang,ff_assets,ff_liabs_curr,ff_debt_st,ff_pay_acct,ff_accr_exp_xpayr,ff_debt_lt,ff_pfd_stk,ff_com_eq,ff_debt,ff_shldrs_eq,ff_net_inc_cf,ff_dep_exp_cf,ff_non_cash,ff_funds_oper_gross,ff_wkcap_chg,ff_sale_assets_bus_cf,ff_invest_activ_cf,ff_div_cf,ff_chg_cash_cf,ff_eps_reported,ff_bps,ff_com_shs_out_eps_basic,ff_com_shs_out_eps_dil,ff_com_shs_out,ff_price_close_fp,ff_consol_net_inc,ff_eq_tot,ff_eps_basic,ff_com_shs_out_eps,ff_exp_tot,ff_min_int_accum,ff_liabs_shldrs_eq,ff_ppe_net,ff_rsrv_noneq,ff_receiv_st,ff_dps,ff_dps_gross,ff_eps_rpt_date,ff_source_is_date,ff_source_bs_date,ff_source_cf_date,ff_com_eq_retain_earn,ff_ebit_oper_ps,ff_restate_ind,ff_loan_chg_cf,ff_invest_activ_oth,ff_dep_chg_cf,ff_dps_all,ff_net_inc_aft_pfd,ff_accr_exp_cf,ff_cap_lease,ff_com_eq_apic,ff_com_eq_gl,ff_com_eq_par,ff_com_shs_out_secs,ff_curn_doc,ff_debt_lt_curr,ff_debt_lt_xcap,ff_dep_exp_xamort_cf,ff_eps,ff_eps_contin_oper,ff_eps_secs,ff_eps_xord,ff_gain_sale_assets_net,ff_oper_exp,ff_oper_inc_bef_dep,ff_opt_wrnt_cf,ff_par_ps,ff_pay_acct_cf,ff_pfd_stk_nred,ff_pfd_stk_red,ff_stk_sale_xopt_cf,ff_tot_invest_ret,ff_treas_shs,ff_treas_stk,ff_wkcap_assets_oth,ff_cash_generic,ff_actg_chg,ff_mkt_val_secs,ff_pbk_secs,ff_bps_secs,ff_disc_oper,ff_misc_exp_non_oper,ff_xord_items,ff_assets_curr_misc,ff_liabs_curr_misc,ff_invest_sale_cf,ff_stk_purch_cf,ff_stk_sale_cf,ff_debt_st_cf,ff_capex_fix,ff_debt_lt_iss_cf,ff_debt_lt_reduct_cf,ff_fin_uses_cf,ff_fin_sources_cf,ff_liabs_oth_xdfd_rev,ff_invest_purch_cf,ff_cogs_xdep,ff_dep_amort_exp,ff_rd_exp,ff_dps_secs,ff_wkcap_ps,ff_ppe_net_owned,ff_debt_st_xoper,ff_debt_lt_xlease,ff_debt_lt_xoper,ff_restruct_exp
QH6KJ2-R,2015-09-30,USD,3,1,1.0,2015-09-27,91.0,2016,201509,425.489,127.358,2.672,417.571,7.918,15.913,-31.496,-7.873,0.0,,-23.623,0.0,632.082,83.369,289.089,1251.543,969.215,2891.132,251.818,0.0,158.14,17.993,207.0,0.0,2388.884,207.0,2388.884,-23.623,41.176,53.989,72.582,-25.748,0.003,0.0,0.0,-56.341,-0.23,23.18315,103.473,103.473,103.044,23.95,-23.623,2388.884,-0.23,103.473,417.571,0.0,2891.132,635.763,0.0,203.262,0.0,0.0,2015-10-20,2015-10-21,2015-10-21,2015-10-21,81.65,0.0765223778183681,0,0.0,0.0,0.0,0.0,-23.623,-8.94,0.0,2300.875,1.604,0.128,103.044,USD,0.0,207.0,31.576,-0.23,-0.23,-0.23,-0.23,-0.693,417.571,49.094,0.0,0.00125,-0.472,0.0,0.0,2.801,-42.0307,0.0,0.0,-1.502,632.082,0.0,2467.9,1.03308,23.18315,0.0,-4.85,0.0,100.826,45.664,145.764,69.604,2.801,0.0,49.883,195.0,188.0,0.0,0.003,21.455,121.628,256.955,41.176,43.54,0.0,9.70192345017662,635.763,0.0,207.0,207.0,15.913
KXDMGL-R,2007-12-31,USD,3,2,1.0,2007-12-28,91.0,2008,200712,3420.0,876.0,0.0,2969.0,451.0,31.0,423.0,20.0,0.0,0.0,403.0,0.0,1750.0,1433.0,830.0,4857.0,2818.0,10616.0,3187.0,330.0,1776.0,537.0,1734.0,0.0,5082.0,2064.0,5082.0,403.0,215.0,17.0,635.0,89.0,24.0,-3.0,53.0,170.0,0.73,9.64326,526.0,556.0,527.0,25.85,403.0,5082.0,0.77,556.0,2969.0,0.0,10616.0,2267.0,0.0,1593.0,0.1,0.1,2008-01-17,2008-01-30,2008-01-30,2008-01-30,1685.0,0.811151079136691,0,0.0,20.0,0.0,0.1,403.0,76.0,0.0,3396.0,0.0,0.0,527.0,USD,330.0,1734.0,191.0,0.73,0.73,0.73,0.73,0.0,2969.0,666.0,70.0,1e-05,225.0,0.0,0.0,0.0,-0.943396,0.0,0.0,-22.0,1750.0,0.0,13623.0,2.68063,9.64326,0.0,18.0,0.0,684.0,782.0,103.0,251.0,70.0,0.0,212.0,0.0,0.0,0.0,2.0,401.0,185.0,2329.0,215.0,258.0,0.1,3.16888045540797,2267.0,330.0,1734.0,1734.0,27.0
QH6KJ2-R,2008-06-30,USD,3,4,1.0,2008-06-29,91.0,2008,200806,135.925,40.936,0.0,129.91,6.015,,7.995,1.352,0.0,0.0,8.446,0.0,312.428,261.633,80.161,532.868,,1313.407,124.675,0.0,37.402,5.876,0.0,0.0,1145.74,0.0,1145.74,8.445,24.599,4.109,37.978,-1.295,0.419,0.0,0.0,-31.808,0.09,13.00677,88.38,89.615,88.088,23.68,6.643,1145.74,0.1,89.615,129.91,0.0,1313.407,348.013,0.0,123.001,0.0,0.0,2008-08-12,2008-08-12,2008-08-12,2008-08-12,325.692,0.0671204597444624,0,0.0,0.0,0.0,0.0,8.446,12.235,0.0,811.015,,0.11,88.088,USD,0.0,0.0,16.64,0.09,0.07,0.09,0.09,-0.719,129.91,10.821,3.391,0.00125,-7.447,0.0,0.0,2.791,-13.6082,0.0,0.0,-10.678,,0.0,2085.92,1.82059,13.00677,1.803,1.98,0.0,7.178,81.959,293.782,51.153,6.182,0.0,18.199,0.0,0.0,0.0,-0.897,4.944,298.713,90.183,4.806,15.763,0.0,4.63392289528653,348.013,0.0,0.0,0.0,0.0
QH6KJ2-R,2009-03-31,USD,3,3,1.0,2009-03-29,91.0,2009,200903,131.144,43.289,0.0,125.969,5.175,1.2,4.798,0.768,0.0,0.0,4.015,0.0,366.718,244.667,77.468,566.359,410.098,1304.193,63.687,0.0,35.201,0.0,0.0,0.0,1191.038,0.0,1191.038,4.015,23.809,8.432,36.28,13.593,0.001,0.0,0.0,49.43,0.05,13.4203,88.243,88.839,88.749,24.09,4.03,1191.038,0.05,88.839,125.969,0.0,1304.193,327.736,0.0,103.944,0.0,0.0,2009-04-21,2009-04-22,2009-04-22,2009-04-22,346.322,0.0582514436227333,1,0.0,0.0,0.0,0.0,4.015,-2.434,0.0,833.388,0.0,0.111,88.749,USD,0.0,0.0,18.809,0.05,0.04,0.05,0.04,-1.042,125.969,28.984,0.0,0.00125,-9.233,0.0,0.0,3.738,-11.1398,,0.0,19.367,366.718,0.0,2137.96,1.79504,13.4203,-0.015,0.823,0.0,6.586,23.918,13.538,0.0,3.738,0.0,9.328,0.0,0.0,0.0,-0.11,5.05,3.277,64.046,23.809,17.071,0.0,5.66397367857666,327.736,0.0,0.0,0.0,0.0
KXDMGL-R,2004-12-31,USD,3,2,1.0,2004-12-31,91.0,2005,200412,1847.0,380.0,0.0,1700.0,147.0,0.0,148.0,4.0,0.0,0.0,144.0,0.0,1476.0,646.0,362.0,2865.0,184.0,4310.0,1418.0,4.0,878.0,227.0,738.0,0.0,2040.0,742.0,2040.0,144.0,120.0,10.0,274.0,107.0,0.0,15.0,13.0,188.0,0.29,4.35897,466.0,500.0,468.0,17.27,144.0,2040.0,0.31,500.0,1700.0,0.0,4310.0,1261.0,0.0,879.0,0.06,0.06,2005-01-18,2005-01-28,2005-01-28,2005-01-28,1412.0,0.294,0,0.0,-15.0,0.0,0.06,144.0,35.0,0.0,635.0,-3.0,0.0,468.0,USD,4.0,738.0,,0.29,0.29,0.29,0.29,0.0,1700.0,267.0,0.0,1e-05,106.0,0.0,0.0,12.0,-9.3216,0.0,0.0,4.0,1476.0,0.0,8082.36,3.96195,4.35897,0.0,5.0,0.0,148.0,319.0,979.0,0.0,12.0,0.0,88.0,0.0,1.0,0.0,0.0,44.0,1067.0,1347.0,120.0,158.0,0.06,3.09188034188034,1261.0,4.0,738.0,738.0,0.0
KXDMGL-R,2005-09-30,USD,3,1,1.0,2005-09-30,91.0,2006,200509,2088.0,535.0,0.0,1819.0,269.0,4.0,272.0,0.0,0.0,0.0,272.0,0.0,1792.0,831.0,477.0,3529.0,284.0,5378.0,1622.0,4.0,1000.0,280.0,736.0,0.0,2825.0,740.0,2825.0,272.0,137.0,9.0,418.0,-212.0,0.0,57.0,38.0,85.0,0.54,5.88542,479.0,506.0,480.0,15.85,272.0,2825.0,0.57,506.0,1819.0,0.0,5378.0,1565.0,0.0,1116.0,0.08,0.08,2005-10-18,2005-10-28,2005-10-28,2005-10-28,2193.0,0.531620553359684,0,0.0,-57.0,0.0,0.08,272.0,-35.0,0.0,642.0,0.0,0.0,480.0,USD,4.0,736.0,,0.54,0.54,0.54,0.54,0.0,1819.0,406.0,28.0,1e-05,-108.0,0.0,0.0,0.0,16.2104,0.0,0.0,-3.0,1792.0,0.0,7608.0,2.6931,5.88542,0.0,5.0,0.0,144.0,401.0,1284.0,0.0,28.0,0.0,169.0,0.0,0.0,0.0,5.0,61.0,1159.0,1416.0,137.0,180.0,0.08,3.97291666666667,1565.0,4.0,736.0,736.0,4.0
KXDMGL-R,2014-09-30,USD,3,1,1.0,2014-10-03,98.0,2015,201409,3785.0,1019.0,0.0,3320.0,465.0,27.5,392.0,11.0,0.0,0.0,381.0,0.0,2205.0,2194.0,1071.0,5583.0,1475.0,9765.0,2596.0,0.0,1740.0,458.0,3809.0,0.0,2946.0,3809.0,2946.0,381.0,218.0,54.0,655.0,-53.0,0.0,6.0,140.0,-444.0,1.13,9.00432,327.0,337.0,327.176198,56.08,381.0,2946.0,1.17,337.0,3320.0,0.0,9765.0,2156.0,0.0,1909.0,0.43,0.43,2014-10-27,2014-11-03,2014-11-03,2014-11-03,-2619.0,1.37982195845697,0,0.0,-6.0,0.0,0.43,381.0,-22.0,0.0,5580.0,0.0,0.0,327.176198,USD,0.0,3809.0,184.0,1.13,1.13,1.13,1.13,0.0,3320.0,683.0,39.0,1e-05,183.0,0.0,0.0,0.0,32.843,0.0,0.0,-7.0,2205.0,0.0,18348.0,6.22812,9.00432,0.0,6.5,0.0,398.0,611.0,14.0,183.0,39.0,0.0,172.0,0.0,124.0,12.0,0.0,286.0,5.0,2548.0,218.0,342.0,0.43,9.12963723601923,2156.0,0.0,3809.0,3809.0,7.0
KXDMGL-R,2018-09-30,USD,3,1,1.0,2018-09-28,91.0,2019,201809,2991.0,907.0,0.0,2461.0,530.0,27.0,468.0,18.0,0.0,0.0,450.0,0.0,1948.0,1945.0,1116.0,4523.0,1484.0,9578.0,3175.0,499.0,1776.0,436.0,4322.0,0.0,1846.0,4821.0,1846.0,450.0,134.0,0.0,586.0,1.0,6.0,0.0,181.0,88.0,1.54,6.45168,287.0,292.0,286.127032,47.35,450.0,1846.0,1.5679,292.0,2461.0,0.0,9578.0,1789.0,0.0,1202.0,0.63,0.63,2018-11-02,2018-11-02,2018-11-02,2018-11-02,-4569.0,1.81506849315068,0,0.0,0.0,0.0,0.63,450.0,-34.0,0.0,6427.0,0.0,0.0,286.127032,USD,499.0,4322.0,115.0,1.5411,1.5411,1.5411,1.5411,0.0,2461.0,664.0,32.0,1e-05,119.0,0.0,0.0,0.0,50.3467,0.0,0.0,-9.0,1948.0,0.0,13548.1,7.33917,6.45168,0.0,-42.0,0.0,257.0,546.0,0.0,150.0,32.0,0.0,177.0,0.0,0.0,27.0,0.0,113.0,5.0,1950.0,134.0,266.0,0.63,4.71119415239312,1789.0,499.0,4322.0,4322.0,23.0
QH6KJ2-R,2003-12-31,USD,3,2,1.0,2003-12-28,91.0,2004,200312,72.684,33.845,0.0,55.043,17.641,0.143,18.85,5.843,0.0,0.0,13.007,0.0,154.684,75.442,16.756,216.906,74.283,583.522,34.781,0.0,17.913,8.597,0.0,0.0,548.741,0.0,548.741,13.007,13.29,1.201,31.047,21.402,-0.007,0.687,0.0,19.703,0.17,7.44197,74.206,76.005,73.736,17.5,13.007,548.741,0.18,76.005,55.043,0.0,583.522,263.229,0.0,41.072,0.0,0.0,2004-01-15,2004-02-04,2004-02-04,2004-02-04,31.066,0.23210315110848,0,0.0,-0.687,0.0,0.0,13.007,0.173,0.0,517.596,0.0,0.092,73.736,USD,0.0,0.0,13.086,0.17,0.17,0.17,0.17,0.0,55.043,30.931,0.0,0.00125,2.64,0.0,0.0,2.366,2.15995,0.0,0.0,0.771,154.684,0.0,1290.38,2.35153,7.44197,0.0,1.352,0.0,1.863,16.868,26.35,11.522,2.366,0.0,19.256,0.0,0.0,0.0,0.0,0.0,29.99,25.549,13.29,8.336,0.0,2.46996039926223,263.229,0.0,0.0,0.0,0.0
QH6KJ2-R,2020-12-31,USD,3,2,1.0,2020-12-27,91.0,2021,202012,127.0,37.7,0.0,181.6,-54.6,1.4,-54.5,-0.2,0.3,0.0,-83.0,0.0,968.7,388.1,144.3,1479.3,530.8,3124.9,385.6,5.3,85.1,128.1,820.2,0.0,1864.9,825.5,1864.9,54.5,22.3,-89.4,-10.6,-15.7,-0.5,0.0,0.0,-48.3,-0.75,16.80438,110.688,110.688,110.977,103.1,-54.3,1871.6,-0.7499,110.688,181.6,6.7,3124.9,1047.5,0.0,90.0,0.0,0.0,2021-01-27,2021-01-28,2021-01-28,2021-01-28,-1306.6,-0.493278404163053,0,0.0,2.7,0.0,0.0,-83.0,-1.5,10.2,3155.9,6.0,0.1,110.977,USD,0.4,803.5,18.4,-0.7499,-0.4906,-0.7499,-0.7499,-0.2,181.6,-32.3,0.0,0.00125,13.6,0.0,0.0,22.7,119.783,0.0,0.0,0.6,968.7,0.0,11441.7,6.13531,16.80438,-28.4,0.8,0.0,250.2,238.2,127.6,0.0,22.7,0.0,143.5,0.0,0.1,11.2,0.0,43.4,20.1,67.0,22.3,45.5,0.0,9.8551952206313,1036.3,0.4,803.5,813.7,1.4
C8X3ZJ-R,2024-03-31,USD,3,1,1.0,2024-03-31,91.0,2024,202403,51.936,35.044,0.0,97.997,-46.061,0.766,-49.525,0.0,0.0,0.0,-53.152,0.0,277.622,133.159,50.28,369.686,44.788,508.119,68.903,12.126,5.276,21.538,463.651,0.0,-98.673,475.777,-98.673,-53.152,1.981,8.367,-42.804,-23.135,0.0,3.462,0.0,-4.82,-0.58,-0.94505,91.919018,91.919018,104.409798,4.92,-49.525,-98.673,-0.5782,91.919018,97.997,0.0,508.119,87.75,0.0,29.887,0.0,0.0,2024-05-09,2024-05-09,2024-05-09,2024-05-09,-2131.512,-0.501104134946263,0,0.0,-3.462,0.0,0.0,-53.152,-11.884,0.0,2032.76,-0.025,0.104,104.409798,USD,5.0,424.838,1.436,-0.5782,-0.5388,-0.5782,-0.5782,0.0,97.997,-44.08,0.02,0.001,-6.835,0.0,0.0,97.437,-84.7252,0.0,0.0,-0.093,277.622,0.0,513.696,,-0.94505,-3.627,-0.438,0.0,11.897,34.612,46.5,0.0,97.457,0.0,1.712,0.0,4.227,0.402,0.0,2.835,73.035,14.911,1.981,13.627,0.0,2.8807928543258,17.505,5.0,424.838,424.838,0.766
KXDMGL-R,2003-06-30,USD,3,4,1.0,2003-06-27,91.0,2003,200306,1553.0,428.0,255.0,1380.0,173.0,,165.0,5.0,0.0,0.0,160.0,0.0,1194.0,749.0,319.0,2282.0,124.0,3517.0,1363.0,4.0,640.0,312.0,745.0,0.0,1316.0,749.0,1316.0,160.0,116.0,10.0,287.0,0.0,0.0,15.0,13.0,70.0,0.33,2.99861,432.0,485.0,438.870267,18.18,160.0,1316.0,0.37,485.0,1380.0,0.0,3517.0,1111.0,,611.0,0.03,0.03,2003-08-15,2003-08-15,2003-08-15,2003-08-15,685.0,0.356701030927835,0,0.0,-15.0,0.0,0.03,160.0,63.0,1.0,640.0,0.0,,438.870267,USD,4.0,744.0,63.0,0.33,0.32,0.33,0.32,0.0,1380.0,289.0,29.0,1e-05,-61.0,0.0,0.0,-11.0,,,,-30.0,1194.0,0.0,7978.66,6.06281,2.99861,0.0,3.0,0.0,158.0,540.0,955.0,0.0,18.0,0.0,159.0,0.0,0.0,,,93.0,1003.0,1009.0,116.0,,0.03,2.09401289880501,1111.0,4.0,744.0,745.0,0.0
KXDMGL-R,2009-06-30,USD,3,4,1.0,2009-07-03,91.0,2009,200906,2353.0,375.0,0.0,2306.0,47.0,98.0,-54.0,27.0,0.0,0.0,-81.0,0.0,2049.0,1935.0,587.0,4291.0,160.0,7099.0,3194.0,771.0,1573.0,482.0,1956.0,0.0,1524.0,2727.0,1524.0,-81.0,224.0,20.0,174.0,18.0,3.0,128.0,0.0,75.0,-0.16,3.09122,488.0,488.0,493.008776,10.28,-81.0,1524.0,-0.16,488.0,2306.0,0.0,7099.0,2229.0,0.0,1359.0,0.0,0.0,2009-07-21,2009-08-25,2009-08-25,2009-08-25,-2117.0,0.0963114754098361,0,0.0,-44.0,0.0,0.0,-81.0,177.0,0.0,3647.0,0.0,0.0,493.008776,USD,421.0,1956.0,203.0,-0.16,-0.16,-0.16,-0.16,0.0,2306.0,271.0,9.0,1e-05,184.0,0.0,0.0,0.0,-45.8419,0.0,0.0,-171.0,2049.0,0.0,5068.13,3.32555,3.09122,0.0,17.0,0.0,296.0,696.0,46.0,0.0,9.0,0.0,80.0,399.0,35.0,384.0,0.0,189.0,31.0,1754.0,224.0,215.0,0.0,2.22511252010654,2229.0,771.0,1956.0,1956.0,84.0
QH6KJ2-R,2013-03-31,USD,3,3,1.0,2013-03-31,91.0,2013,201303,348.934,125.291,0.0,324.819,24.115,,25.764,3.607,0.0,0.0,22.157,0.0,937.051,178.438,195.743,1399.912,987.339,2937.488,198.566,0.0,112.416,26.349,0.0,0.0,2708.199,0.0,2708.199,22.157,37.975,13.591,73.723,-27.947,0.0,0.0,0.0,-1.17,0.19,22.97635,116.682,118.608,117.869,54.71,22.157,2708.199,0.19,118.608,324.819,0.0,2937.488,550.237,0.0,181.877,0.0,0.0,2013-04-23,2013-04-24,2013-04-24,2013-04-24,745.921,0.203316808309726,0,0.0,0.0,0.0,0.0,22.157,3.994,0.0,1951.011,0.0,0.146,117.869,USD,0.0,0.0,33.567,0.19,0.1899,0.19,0.19,-0.815,324.819,62.09,,0.0013,18.914,0.0,0.0,35.175,75.634,0.0,0.0,-2.828,937.051,0.0,6448.61,2.38114,22.97635,0.0,-0.377,0.0,85.241,41.459,115.25,0.0,35.175,0.0,24.976,0.0,0.0,0.0,3.519,14.797,169.857,185.668,37.975,39.036,0.0,10.1922133894408,550.237,0.0,0.0,0.0,0.0
QH6KJ2-R,2011-12-31,USD,3,2,1.0,2011-12-25,91.0,2012,201112,304.118,97.751,0.0,291.429,12.689,0.0,13.881,1.803,0.0,0.0,12.078,0.0,687.246,171.651,187.373,1104.546,1009.41,2719.46,149.164,0.0,81.493,,0.0,0.0,2522.273,0.0,2522.273,12.078,36.175,13.847,62.1,18.492,0.0,0.0,0.0,32.478,0.1,21.72557,115.536,115.883,116.097,21.66,12.078,2522.273,0.1,115.883,291.429,0.0,2719.46,605.504,0.0,158.214,0.0,0.0,2012-01-17,2012-01-19,2012-01-19,2012-01-19,679.704,0.109498373359337,0,0.0,0.0,0.0,0.0,12.078,-12.13,0.0,1831.909,0.0,0.144,116.097,USD,0.0,0.0,27.375,0.1,0.1045,0.1,0.1,-0.497,291.429,48.864,0.0,0.00125,-1.215,0.0,0.0,0.554,-68.1283,0.0,0.0,6.944,687.246,0.0,2514.66,0.996982,21.72557,0.0,-0.608,0.0,71.713,39.505,39.084,0.0,0.554,0.0,19.076,0.0,0.0,,-0.06,26.121,64.928,170.192,36.175,35.886,0.0,8.22917043506723,605.504,0.0,0.0,0.0,0.0
KXDMGL-R,2007-09-30,USD,3,1,1.0,2007-09-28,91.0,2008,200709,3285.0,796.0,0.0,2884.0,401.0,5.0,375.0,20.0,0.0,0.0,355.0,0.0,1498.0,1263.0,763.0,4349.0,2792.0,10065.0,2863.0,330.0,1551.0,496.0,1734.0,0.0,4880.0,2064.0,4880.0,355.0,205.0,44.0,604.0,150.0,0.0,3.0,54.0,275.0,0.64,9.20755,531.0,560.0,530.0,25.58,355.0,4880.0,0.67,560.0,2884.0,0.0,10065.0,2246.0,0.0,1519.0,0.1,0.1,2007-10-16,2007-10-29,2007-10-29,2007-10-29,1586.0,0.716071428571429,0,0.0,-3.0,0.0,0.1,355.0,-2.0,0.0,3295.0,0.0,0.0,530.0,USD,330.0,1734.0,181.0,0.64,0.64,0.64,0.64,0.0,2884.0,606.0,62.0,1e-05,250.0,0.0,0.0,0.0,12.5162,0.0,0.0,6.0,1498.0,0.0,13557.4,2.77815,9.20755,0.0,-5.0,0.0,569.0,739.0,119.0,249.0,62.0,0.0,150.0,0.0,0.0,0.0,0.0,389.0,198.0,2284.0,205.0,242.0,0.1,2.80377358490566,2246.0,330.0,1734.0,1734.0,5.0
QH6KJ2-R,2009-12-31,USD,3,2,1.0,2009-12-27,91.0,2010,200912,199.475,91.025,0.0,153.335,46.14,0.0,47.991,14.205,0.0,,33.786,0.0,939.244,482.557,93.319,1180.428,429.149,1990.337,107.226,0.0,55.969,,0.0,0.0,1830.856,0.0,1830.856,33.786,22.04,-5.635,50.191,-28.68,0.111,0.0,0.0,-213.434,0.32,17.26832,104.591,106.607,106.024,55.06,33.786,1830.856,0.32,106.607,153.335,0.0,1990.337,365.915,0.0,113.339,0.0,0.0,2010-01-19,2010-01-20,2010-01-20,2010-01-20,410.829,0.432804600073166,0,0.0,0.0,0.0,0.0,33.786,8.889,0.0,1407.941,0.0,0.132,106.024,USD,0.0,0.0,17.94,0.32,0.32,0.32,0.32,-0.109,153.335,68.18,75.986,0.00125,-8.206,0.0,0.0,0.0,265.604,0.0,0.0,-2.181,939.244,0.0,5837.68,3.1885,17.26832,0.0,-0.15,0.0,34.526,27.316,14.345,0.0,75.986,0.0,41.437,0.0,0.0,0.0,13.454,8.386,294.722,86.41,22.04,19.325,0.0,10.1222553384139,365.915,0.0,0.0,0.0,0.0
QH6KJ2-R,2020-09-30,USD,3,1,1.0,2020-09-27,91.0,2021,202009,216.6,50.4,0.0,267.7,-51.1,116.1,-184.0,0.1,0.3,,-184.4,0.0,1138.5,436.4,187.3,1485.3,622.4,3123.3,343.4,6.1,123.7,77.9,812.8,0.0,1908.7,818.9,1908.7,-184.1,33.9,135.4,-14.5,14.9,0.6,0.0,0.0,-12.4,-1.68,17.30525,109.705,109.705,110.296,60.02,-184.1,1915.1,-1.6809,109.705,267.7,6.4,3123.3,955.3,0.0,115.2,0.0,0.0,2020-10-28,2020-10-29,2020-10-29,2020-10-29,-1223.6,-0.465794631056014,1,0.0,0.0,0.0,0.0,-184.4,19.4,10.3,3116.2,6.5,0.1,110.296,USD,0.4,793.6,28.0,-1.6809,-1.6809,-1.6809,-1.6809,0.2,267.7,-17.2,0.0,0.00125,-3.7,0.0,0.0,16.5,24.5745,0.0,0.0,1.4,1138.5,0.0,6619.97,3.46831,17.30525,0.0,-3.0,0.0,15.9,138.4,165.0,0.0,16.5,0.0,114.0,0.0,0.1,13.3,0.0,48.9,65.7,132.3,33.9,49.6,0.0,10.3530499746138,940.9,0.4,793.6,803.9,10.4
KXDMGL-R,2004-09-30,USD,3,1,1.0,2004-10-01,91.0,2005,200409,1558.0,275.0,0.0,1500.0,58.0,1.0,56.0,2.0,0.0,0.0,54.0,0.0,1202.0,458.0,379.0,2547.0,180.0,4014.0,1264.0,4.0,772.0,228.0,739.0,0.0,1912.0,743.0,1912.0,54.0,113.0,1.0,168.0,-52.0,0.0,2.0,28.0,36.0,0.11,4.12069,462.0,494.0,464.0,13.88,54.0,1912.0,0.12,494.0,1500.0,0.0,4014.0,1287.0,0.0,826.0,0.06,0.06,2004-10-19,2004-10-29,2004-10-29,2004-10-29,0.0,0.117408906882591,0,0.0,-2.0,0.0,0.06,54.0,-15.0,0.0,651.0,-2.0,0.0,464.0,USD,4.0,739.0,,0.11,0.11,0.11,0.11,0.0,1500.0,171.0,0.0,1e-05,32.0,0.0,0.0,29.0,-49.1342,0.0,0.0,-6.0,1202.0,0.0,6440.32,3.36837,4.12069,0.0,4.0,0.0,140.0,301.0,981.0,0.0,29.0,0.0,97.0,0.0,0.0,0.0,0.0,43.0,963.0,1170.0,113.0,152.0,0.06,2.76508620689655,1287.0,4.0,739.0,739.0,1.0
QH6KJ2-R,2004-06-30,USD,3,4,1.0,2004-06-27,91.0,2004,200406,90.862,47.524,0.0,61.013,29.849,0.79,30.006,9.021,0.0,0.0,20.985,0.0,158.163,81.472,19.428,234.893,94.863,628.0,44.982,0.0,25.102,2.2,0.0,0.0,579.132,0.0,579.132,20.985,15.375,4.736,47.655,3.334,0.0,-5.058,0.0,-19.44,0.28,7.90678,73.603,75.643,73.245,22.02,20.985,579.132,0.29,75.643,61.013,0.0,628.0,273.342,0.0,49.518,0.0,0.0,2004-07-27,2004-08-20,2004-08-20,2004-08-20,67.139,0.394603598482345,0,0.0,5.106,0.0,0.0,20.985,3.269,0.0,506.275,5.627,0.091,73.245,USD,0.0,0.0,14.983,0.28,0.28,0.28,0.28,0.79,61.013,45.224,0.0,0.00125,12.159,0.0,0.0,2.9,32.8908,0.0,0.0,-0.733,158.163,0.0,1612.85,2.78495,7.90678,0.0,0.947,0.0,7.784,18.762,31.833,23.215,2.9,0.0,28.573,0.0,0.0,0.0,0.0,0.0,41.985,27.963,15.375,9.689,0.0,2.59281862243157,273.342,0.0,0.0,0.0,0.0
KXDMGL-R,2003-12-31,USD,3,2,1.0,2004-01-02,91.0,2004,200312,1760.0,461.0,0.0,1538.0,222.0,4.0,211.0,6.0,0.0,0.0,205.0,0.0,1278.0,703.0,383.0,2766.0,0.0,4040.0,1472.0,6.0,786.0,,741.0,0.0,1738.0,747.0,1738.0,205.0,105.0,1.0,309.0,-222.0,0.0,19.0,18.0,-131.0,0.41,3.84095,450.0,500.0,452.492155,19.31,205.0,1738.0,0.46,500.0,1538.0,0.0,4040.0,1117.0,0.0,912.0,0.04,0.04,2004-05-03,2004-02-03,2004-02-03,2004-02-03,1088.0,0.444,0,0.0,-19.0,0.0,0.04,205.0,5.0,,657.0,,,452.492155,USD,6.0,741.0,105.0,0.41,0.41,0.41,0.41,0.0,1538.0,327.0,0.0,1e-05,27.0,0.0,0.0,6.0,92.004,0.0,0.0,-26.0,1278.0,0.0,8737.62,5.0274,3.84095,0.0,5.0,0.0,193.0,494.0,901.0,0.0,6.0,0.0,134.0,0.0,0.0,0.0,0.0,246.0,961.0,1194.0,105.0,166.0,0.04,2.85971808726717,1117.0,6.0,741.0,741.0,4.0
