fsym_id,date,currency,ff_upd_type,ff_fp_ind_code,ff_report_freq_code,ff_fiscal_date,ff_fy_length_days,ff_fyr,ff_fpnc,ff_sales,ff_oper_exp_tot,ff_oper_inc,ff_ptx_inc,ff_inc_tax,ff_min_int_exp,ff_net_income,ff_div_pfd,ff_cash_st,ff_cash_only,ff_inven,ff_assets_curr,ff_assets_oth_intang,ff_intang,ff_assets,ff_liabs_curr,ff_debt_st,ff_debt_lt,ff_pfd_stk,ff_com_eq,ff_debt,ff_shldrs_eq,ff_chg_cash_cf,ff_bps,ff_com_shs_out,ff_actg_standard,ff_consol_net_inc,ff_eq_tot,ff_exp_tot,ff_min_int_accum,ff_liabs_shldrs_eq,ff_ppe_net,ff_receiv_st,ff_dps,ff_dps_gross,ff_eps_rpt_date,ff_source_is_date,ff_source_bs_date,ff_source_cf_date,ff_restate_ind,ff_loan_chg_cf,ff_dep_chg_cf,ff_dps_all,ff_net_inc_aft_pfd,ff_curn_doc,ff_debt_lt_xcap,ff_eps,ff_eps_xord,ff_oper_exp,ff_oper_inc_bef_dep,ff_pfd_stk_nred,ff_pfd_stk_red,ff_disc_oper,ff_misc_exp_non_oper,ff_int_exp_debt,ff_xord_items,ff_liabs_curr_misc,ff_liabs_oth_xdfd_rev,ff_dep_amort_exp,ff_wkcap_ps,ff_ppe_net_owned,ff_debt_st_xoper,ff_debt_lt_xlease,ff_debt_lt_xoper,ff_assets_tang,ff_dfd_tax_rsrv,ff_restruct_exp
PDBDMJ-R,2016-12-31,NOK,3,4,1,2016-12-31,92,2016,201612,9202.04274687209,7637.48759562609,1565.45899593188,2302.99625960417,586.595201131518,-0.90384468587291,1907.11228719184,0,943.3051466425,943.3051466425,16541.88620965,23160.456487825,9748.0917800775,9666.3810359025,43610.8399605125,7654.4809348825,0.9078971575,9019.050362605,0,18716.2999018625,9019.9582597625,18716.2999018625,302.379118461974,41.58386,450.085652,23,1906.20844250597,18724.47097628,7637.48759562609,8.1710744175,43610.8399605125,9152.5112447575,5675.2651315325,2.8,2.8,2017-02-15,2017-04-05,2017-04-05,2017-04-05,0,0,0,2.8,1907.11228719184,EUR,9019.050362605,4.2481,4.2481,7637.48759562609,1896.26615096137,0,0,0,125.63441,122.019032592843,0,3857.6550222175,4095.524077,330.807155029485,34.4511660925874,9152.5112447575,0.9078971575,9019.050362605,9019.050362605,33944.45892461,0,8.13460217285619
PDBDMJ-R,2020-06-30,NOK,3,2,1,2020-06-30,91,2020,202006,10043.0569934656,8438.28405860106,1604.77293486457,543.374352258402,7.7152544945412,17.6348674160942,576.439728663579,0,1131.17692842,1131.17692842,18997.054680065,25475.31795116,13075.71185074,13045.3737722,61194.07142079,8276.87792739501,1499.56788212,19562.643144275,0,28785.419020435,21062.211026395,28785.419020435,47.236574639538,55.66583,517.111091,23,594.074596079673,28808.17257934,8438.28405860106,22.753558905,61194.07142079,19895.27850541,5347.086342675,0,0,2020-08-26,2020-08-26,2020-08-26,2020-08-26,0,0,0,0,576.439728663579,EUR,16080.265129005,1.1147,1.1147,8438.28405860106,2485.41412645577,0,0,0,-450.7913,147.692014609789,0,9.09494701772928e-12,107.266778,880.641191591203,33.2586949363362,14761.64221532,1499.56788212,16080.265129005,19562.643144275,48148.69764859,0,0
BNW4RV-R,2018-06-30,NOK,3,2,1,2018-06-30,91,2018,201806,2331,2192,139,120,24,0,96,0,212,212,3172,3712,2985,2985,7566,2802,1082,1048,0,3647,2130,3647,75,9.09859,400.83142295927,23,96,3647,2192,0,7567,867,328,0,0,2018-07-20,2018-07-20,2018-07-20,2018-07-20,0,0,0,0,96,NOK,1048,0.2369,0.2369,2192,185,0,0,0,-5,14,0,991,0,46,2.27028109044352,867,1082,1048,1048,4581,0,0
C6LWM5-R,2015-06-30,NOK,3,2,1,2015-06-30,91,2015,201506,1799.3,1464.4,334.9,251.4,69.6,8.2,179.4,0,109,109,3031.9,4202.3,2921.7,2921.6,9863.5,1677.1,325,2516.1,0,4400.2,2841.1,4400.2,22.9,39.2875,111.999999,23,187.6,4468.7,1464.4,68.5,9863.5,2144.1,1061.4,0,0,2015-08-25,2015-08-25,2015-08-25,2015-08-25,0,0,0,0,179.4,NOK,2516.1,1.6,1.6,1464.4,412.1,0,0,0,0,23.5,0,1352.1,0.1,77.2,22.546428772736,2144.1,325,2516.1,2516.1,6941.9,0,0
HWYYQ0-R,2011-03-31,DKK,3,1,1,2011-03-31,90,2011,201103,2692,2072,620,645,153,0,492,0,822,435,1643,4834,2340,2340,13115,2996,749,1541,0,7745,2290,7745,-1073,24.5756,315.15,23,492,7756,2072,11,13115,5795,2369,0,0,2011-04-29,2011-04-29,2011-04-29,2011-04-29,0,0,0,0,492,DKK,1541,1.562,1.562,2072,791,0,0,0,36,11,0,1456,16,171,5.83214342376646,5795,749,1541,1541,10775,0,0
KZ5B9F-R,2012-12-31,NOK,3,4,1,2012-12-31,92,2012,201212,3811,3443,368,-424,59,14,-488,0,1034,1031,117,3598,9126,9113,15350,5005,347,2124,0,5492,2471,5492,212,51.27704,107.10446,23,-474,5740,3443,248,15350,1777,2156,3.5,3.5,2013-02-13,2013-03-22,2013-03-22,2013-03-22,1,0,0,3.5,-488,NOK,2118,-4.56,-4.56,3443,488,0,0,0,56,21,0,2978,244,120,-13.1367078457797,1777,347,2118,2124,6237,0,257
PDBDMJ-R,2006-12-31,NOK,3,4,1,2006-12-31,92,2006,200612,2076.8,1800.2,276.6,309,-785.5,0.5,1094,0,2182.5,0,7260.3,12097.9,10415.4,9832.7,26712.7,4165.4,1625.1,7956,0,13569.1,9581.1,13569.1,1868.9,39.07421,347.2648331,23,1094.5,13589.1,1800.2,20,26712.7,3558.1,2655.1,0,0,2007-03-01,2007-06-20,2007-06-20,2007-06-20,1,0,0,0,1094,NOK,7956,3.2,3.2,1800.2,368.7,0,0,0,32.4,0,12.5,2540.3,-352.9,92.1,22.8427967473335,3558.1,1625.1,7956,7956,16880,0,41.4
RDLJGK-R,2017-06-30,SEK,3,2,1,2017-06-30,91,2017,201706,1723,1623,100,9,-2,0,11,0,500,494,817,2643,5833,5836,9344,2467,677,2398,0,3592,3075,3592,97,19.5645,183.597802,23,11,3604,1623,12,9344,590,1243,0,0,2017-08-15,2017-08-15,2017-08-15,2017-08-15,0,0,0,0,11,SEK,2398,0.12,0.12,1623,172,0,0,0,43,134,0,1182,152,72,0.95861714074333,590,677,2398,2398,3508,0,0
HWYYQ0-R,2002-09-30,DKK,3,3,1,2002-09-30,92,2002,200209,1475,1211,264,259,74,3,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,185,0,1211,0,0,0,0,0,0,null,2002-11-06,2002-11-06,2002-11-06,0,0,0,0,182,DKK,0,0.498,0.498,1211,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
HWYYQ0-R,2004-12-31,DKK,3,4,1,2004-12-31,92,2004,200412,1491,748,252,275,80,12,183,0,667,531,1130,3141,471,471,7134,1223,48,1245,0,3860,1293,3860,-10,11.59333,332.95,23,195,3892,748,32,7134,3522,1238,0.7,0.7,2005-01-31,2005-02-03,2005-02-03,2005-02-03,1,0,0,0.7,183,DKK,1245,0.54,0.54,748,0,0,0,0,0,0,0,892,22,0,5.76062471842619,3522,48,1245,1245,6663,0,0
KZ5B9F-R,2005-03-31,NOK,3,1,1,2005-03-31,90,2005,200503,2432,2255,177,385,27,16,342,0,648,586,105,2097,3252,1502,7534,2346,242,1356,0,2695,1598,2695,54,31.70306,85.0075552935,23,358,2948,2255,253,7534,2185,1344,0,0,2005-05-02,2005-05-06,2005-05-06,2005-05-06,0,0,0,0,342,NOK,1356,4.0092,4.0172,2255,267,0,0,0,214,23,0,2104,884,90,-2.92915140472272,2185,242,1356,1356,6032,0,0
KZ5B9F-R,2006-06-30,NOK,3,2,1,2006-06-30,91,2006,200606,2697,2463,234,298,83,22,193,0,909,856,99,2772,3651,1569,8542,2935,402,1758,0,2726,2160,2726,267,33.15858,82.21100600175,23,215,3013,2463,287,8542,2119,1764,0,0,2006-08-17,2006-08-21,2006-08-21,2006-08-21,0,0,0,0,193,NOK,1758,2.3434,2.3354,2463,323,0,0,0,22,19,0,2533,836,89,-1.98270289985906,2119,402,1758,1758,6973,0,0
MVMFXK-R,2011-03-31,DKK,3,1,1,2011-03-31,90,2011,201103,15693,10423,5270,5290,1217,0,4073,0,14601,10297,8959,35467,1484,1484,59001,18253,1008,504,0,34768,1512,34768,-2052,5.99448,5800,23,4073,34768,10423,0,59001,20217,11907,0,0,2011-04-28,2011-04-28,2011-04-28,2011-04-28,0,0,0,0,4073,DKK,504,0.713,0.713,10423,5875,0,0,0,148,212,0,12925,0,605,2.96793103448276,20217,1008,504,504,57517,0,0
PDBDMJ-R,2001-06-30,NOK,3,2,1,2001-06-30,91,2001,200106,1132.6,1082.3,50.3,303.8,88.1,13.5,202.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,215.7,0,1082.3,0,0,0,0,0,0,null,2003-04-15,2003-04-15,2003-04-15,0,0,0,458.18595,202.2,NOK,0,432.0039,432.0039,1082.3,0,0,0,0,253.5,0,0,0,0,0,0,0,0,0,0,0,0,0
BNW4RV-R,2018-03-31,NOK,3,1,1,2018-03-31,90,2018,201803,2070,2064,6,-11,-2,0,-9,0,137,137,3059,3478,2985,2985,7309,2307,797,1068,0,3876,1865,3876,-177,9.58475,404.39225128619,23,-9,3876,2064,0,7309,841,282,0,0,2018-04-25,2018-04-25,2018-04-25,2018-04-25,0,0,0,0,-9,NOK,1068,-0.0223,-0.0223,2064,51,0,0,0,-4,13,0,694,0,45,2.89570335800346,841,797,1068,1068,4324,0,0
HWYYQ0-R,2001-12-31,DKK,3,4,1,2001-12-31,92,2001,200112,1389,1168,221,260,78,0,182,0,886,693,1391,3673,0,220,8453,1283,286,1917,0,4058,2203,4058,0,11.13476,364.44416,01,182,4058,1168,0,8453,4538,1341,0.4,0.4,2002-02-07,2002-02-27,2002-02-27,2002-02-27,0,0,0,0.4,182,DKK,1917,0.49,0.49,1168,0,0,0,0,39,0,0,639,1090,0,6.5579319476542,4538,286,1917,1917,8233,0,0
HWYYQ0-R,2008-03-31,DKK,3,1,1,2008-03-31,91,2008,200803,2026,1654,372,352,88,0,264,0,910,612,1292,3853,1284,1272,9020,2106,522,1933,0,3517,2455,3517,221,11.38193,308.9986,23,264,3526,1654,9,9020,3840,1651,0,0,2008-04-24,2008-04-24,2008-04-24,2008-04-24,0,0,0,0,264,DKK,1933,0.854,0.854,1654,492,0,0,0,8,28,0,1084,530,120,5.65374729853145,3840,522,1933,1933,7748,0,0
KZ5B9F-R,2008-03-31,NOK,3,1,1,2008-03-31,91,2008,200803,3448,3186,262,1071,173,31,867,0,661,657,128,3314,8615,8183,15682,6274,3082,743,0,5475,3825,5475,-185,67.21787,81.45155080999,23,898,5696,3186,221,15682,1728,2525,0,0,2008-05-09,2008-05-09,2008-05-09,2008-05-09,0,0,0,0,867,NOK,743,10.5292,10.6328,3186,411,0,0,0,848,60,0,3192,2969,149,-36.3406217630537,1728,3082,743,743,7499,0,0
MVMFXK-R,1999-06-30,DKK,3,2,null,1999-06-30,91,1999,199906,5202,4141,1061,1017,0,0,653,0,0,0,0,0,0,0,27.6,0,0,0,0,18403,0,18403,0,2.43946,7543.8832,01,653,18403,4141,0,27.6,0,0,0,0,1999-08-11,1999-08-11,1999-08-11,1999-08-11,0,0,0,0,653,DKK,0,0.0916,0.0916,4141,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0
MVMFXK-R,2016-06-30,DKK,3,2,1,2016-06-30,91,2016,201606,27459,15116,12343,12602,2634,0,9968,0,15812,13167,13635,52626,2109,2109,88269,41528,406,0,0,42585,406,42585,8349,8.35,5100,23,9968,42585,15116,0,88269,27125,20439,1.5,1.5,2016-08-05,2016-08-05,2016-08-05,2016-08-05,0,0,0,1.5,9968,DKK,0,1.965,1.965,15116,13060,0,0,0,265,99,0,31202,0,717,2.17607843137255,27125,406,0,0,86160,0,0
RDLJGK-R,2023-03-31,SEK,3,1,1,2023-03-31,90,2023,202303,3175,2815,360,276,62,1,213,0,618,618,2071,5866,7422,7422,15316,4435,141,4411,0,5525,4552,5525,-296,30.33741,182.118356,23,214,5529,2815,4,15316,1621,2391,0,0,2023-04-21,2023-04-21,2023-04-21,2023-04-21,1,0,0,0,214,SEK,3772,1.1752,1.1752,2815,467,0,0,0,-5,73,0,3082,224,107,7.85752755202776,863,141,3772,4411,7894,0,6
BNW4RV-R,2023-06-30,NOK,3,2,1,2023-06-30,91,2023,202306,1946,2195,-249,-310,-64,-10,-292,0,539,539,2123,2912,3180,3012,8963,3658,1614,2165,0,3000,3779,3000,285,3.29367,910.836933241854,23,-246,3003,2195,3,8963,2584,250,0,0,2023-07-14,2023-07-14,2023-07-14,2023-07-14,0,0,0,0,-292,NOK,483,-0.3136,-0.3136,2195,-57,0,0,-56,-12,50,0,734,137,192,-0.819026955071787,563,1614,483,2165,5951,0,0
HWYYQ0-R,2022-03-31,DKK,3,1,1,2022-03-31,90,2022,202203,4371,3241,1130,1077,237,7,832,0,1194,1097,3082,8321,4972,4972,25277,6937,3113,4244,0,11297,7357,11297,134,40.78903,276.961731,23,839,11683,3241,386,25277,10436,4045,0,0,2022-04-26,2022-04-26,2022-04-26,2022-04-26,0,0,0,0,832,DKK,3900,3.0025,3.0025,3241,1491,0,0,0,-43,10,0,2056,964,361,4.99708026449329,10436,3113,3900,4244,20305,0,0
KZ5B9F-R,2009-12-31,NOK,3,4,1,2009-12-31,92,2009,200912,3566,3225,341,168,55,49,64,0,1740,1255,138,4368,7251,7222,15220,4311,404,3405,0,4837,3809,4837,390,46.82321,103.303474,23,113,5274,3225,437,15220,2459,2251,1.5,1.5,2010-02-19,2010-02-24,2010-02-24,2010-02-24,0,0,0,1.5,64,NOK,3392,0.62,0.62,3225,534,0,0,0,61,71,0,2577,111,193,0.551772344074315,2459,404,3392,3405,7998,0,90
KZ5B9F-R,2012-03-31,NOK,3,1,1,2012-03-31,91,2012,201203,3603,3307,296,301,109,11,190,0,1481,1035,138,4123,9600,9600,16562,4859,271,2441,0,6528,2712,6528,257,61.00322,107.010737,23,201,6713,3307,185,16562,1969,2504,0,0,2012-05-11,2012-05-11,2012-05-11,2012-05-11,1,0,0,0,190,NOK,2441,1.78,1.77,3307,412,0,0,0,-6,29,0,0,2549,116,-6.87781451313619,1969,271,2441,2441,6962,0,1
MVMFXK-R,2004-09-30,DKK,3,3,1,2004-09-30,92,2004,200409,7469,5764,1705,1861,613,0,1248,0,3472,2947,7100,16543,772,235,35022,7274,436,746,0,25654,1182,25654,954,3.61636,7093.8832,23,1248,25654,5764,0,35022,17142,5971,0,0,2004-10-27,2004-10-28,2004-10-28,2004-10-28,1,0,0,0,1248,DKK,746,0.1855,0.1855,5764,2281,0,0,0,196,52,0,6838,-191,576,1.30661863730714,17142,436,746,746,34787,0,0
PDBDMJ-R,2011-06-30,NOK,3,2,1,2011-06-30,91,2011,201106,4392.7,3297.7,1095,793.6,95.6,9,676.2,0,550.9,550.9,6693.8,9437.8,7513.2,7676.6,21782.7,3531.7,1072.4,5278,0,10304.4,6350.4,10304.4,173.5,28.77737,358.0730845,23,685.2,10380.8,3297.7,76.4,21782.7,3969.4,2193.1,0,0,2011-07-20,2011-07-20,2011-07-20,2011-07-20,0,0,0,0,676.2,NOK,5278,1.9,1.9,3297.7,1257,0,0,0,142.1,98.5,0,2459.3,154.4,162,16.4941188144511,3969.4,1072.4,5278,5278,14106.1,0,-1.6
PDBDMJ-R,2021-12-31,NOK,3,4,1,2021-12-31,92,2021,202112,11463.6792905905,10065.4018496958,1398.27744089477,1350.37071915105,244.523892233561,5.98834021796476,1275.51646642649,0,1019.864966292,1019.864966292,19189.907566336,27249.548406148,12715.72052368,12710.7064383,62771.3348722201,9755.40451532801,1832.146797852,16993.738169896,0,31378.14630804,18825.884967748,31378.14630804,137.079978171351,60.6797,517.111091,23,1281.50480664446,31402.213917864,10065.4018496958,24.067609824,62771.3348722201,20228.826057072,5920.63201670401,1,1,2022-02-16,2022-03-30,2022-03-30,2022-03-30,0,0,0,1.4,1275.51646642649,EUR,13627.281245764,2.4666,2.4666,10065.4018496958,2369.38661290806,0,0,0,-38.92421,142.72210852816,0,-4.54747350886464e-13,117.329598,971.109172013286,33.8305331200487,15082.36882304,1832.146797852,13627.281245764,16993.738169896,50060.6284339201,0,0
BNW4RV-R,2021-06-30,NOK,3,2,1,2021-06-30,91,2021,202106,2420,2219,201,174,15,5,154,0,556,556,2055,2831,3001,3001,8974,2330,735,2415,0,4192,3150,4192,76,6.87893,609.397135436633,23,159,4222,2219,30,8975,3131,220,0,0,2021-07-15,2021-07-15,2021-07-15,2021-07-15,0,0,0,0,154,NOK,489,0.2527,0.2527,2219,391,0,0,0,8,36,0,789,0,190,0.822123982648907,825,735,489,2415,5973,0,0
C6LWM5-R,2009-12-31,NOK,3,4,1,2009-12-31,92,2009,200912,756.5,581.2,175.3,194.1,52.6,-0.1,141.5,0,148.424,14.162,1114.694,1588.519,0,1141.374,3550.336,532.097,118.073,814.141,0,1698.892,932.214,1698.892,134.883,16.72138,101.6,23,141.4,1699.806,581.2,0.914,3550.336,533.286,288.576,2.2,2.2,2010-02-24,2010-05-03,2010-05-03,2010-05-03,0,0,0,2.2,141.5,NOK,746.071,1.37,1.37,581.2,200.5,0,0,0,0,4.2,0,63.337,5.784,25.2,10.3978543307087,533.286,118.073,746.071,814.141,2408.962,0,0
HWYYQ0-R,2018-03-31,DKK,3,1,1,2018-03-31,90,2018,201803,3520,2511,1009,1011,202,1,806,0,768,716,2628,6507,2334,2334,18532,5036,1294,2042,0,10219,3336,10219,-60,34.97601,292.171678,23,807,10233,2511,14,18532,8885,3111,0,0,2018-04-25,2018-04-25,2018-04-25,2018-04-25,0,0,0,0,806,DKK,2042,2.75,2.75,2511,1263,0,0,0,7,2,0,1989,6,254,5.03471113308936,8885,1294,2042,2042,16198,0,0
MVMFXK-R,2011-06-30,DKK,3,2,1,2011-06-30,91,2011,201106,16001,10833,5168,5368,1234,0,4134,0,16493,12572,8992,37875,1479,1479,61528,18600,885,504,0,36966,1389,36966,2357,6.37345,5800,23,4134,36966,10833,0,61528,20175,12390,0,0,2011-08-04,2011-08-04,2011-08-04,2011-08-04,0,0,0,0,4134,DKK,504,0.726,0.726,10833,5993,0,0,0,97,167,0,12824,0,825,3.32327586206897,20175,885,504,504,60049,0,0
MVMFXK-R,2023-03-31,DKK,3,1,1,2023-03-31,90,2023,202303,53367,28393,24974,24737,4923,0,19814,0,27771,14936,25615,113943,50777,50489,250025,131961,1251,24267,0,79874,25518,79874,2283,17.75057,4499.8,23,19814,79874,28393,0,250025,70014,51635,0,0,2023-05-04,2023-05-04,2023-05-04,2023-05-04,0,0,0,0,19814,DKK,24267,4.4039,4.4039,28393,26693,0,0,0,33,1122,0,114598,322,1719,-4.00417796346504,70014,1251,24267,24267,199536,0,0
PDBDMJ-R,2006-03-31,NOK,3,1,1,2006-03-31,90,2006,200603,668.5,559.4,109.1,153.2,-1.6,-0.7,155.4,0,401,401,1108.6,11261.1,3087.8,1110.7,15613.3,833.4,0,5685.2,0,9080.8,5685.2,9080.8,248.3,29.93013,303.4,23,154.7,9094.7,559.4,13.9,15613.3,1264.4,9751.5,0,0,2006-05-30,2006-06-15,2006-06-15,2006-06-15,1,0,0,0,155.4,NOK,5496.1,0.5,0.5,559.4,155.7,0,0,0,31.8,42.8,0,833.4,0,46.6,34.3694792353329,1264.4,0,5496.1,5685.2,14502.6,0,0
PDBDMJ-R,2009-03-31,NOK,3,1,1,2009-03-31,90,2009,200903,3217.3,3162.3,55,354,137,4.6,212.4,0,271.5,271.5,6181.4,8297,7929.6,7955.8,20823,3917.4,1294.4,6051.5,0,9924.6,7345.9,9924.6,-101.1,28.528,347.8898329,23,217,9970.7,3162.3,46.1,20823,4005.4,1844.1,0,0,2009-05-06,2009-05-06,2009-05-06,2009-05-06,0,0,0,0,212.4,NOK,6051.5,0.6,0.6,3162.3,245.2,0,0,0,365.4,116.3,0,2623,85.3,190.2,12.589042811317,4005.4,1294.4,6051.5,6051.5,12867.2,0,48.6
PDBDMJ-R,2014-12-31,NOK,3,4,1,2014-12-31,92,2014,201412,6862.6,5995.1,867.5,318.2,256.1,0.5,109.8,0,1408.3,1408.3,12414.8,18293.7,9131.8,9098.3,36974.3,5683.7,7,12887.7,0,14702.2,12894.7,14702.2,665.7,35.82959,410.336789,23,117.4,14718.2,5995.1,16,36974.3,8257.2,4273.9,1.2,1.2,2015-02-04,2015-04-28,2015-04-28,2015-04-28,0,0,0,1.2,109.8,NOK,12871.6,0.27,0.27,5995.1,1135.8,0,0,-7.1,-231.7,145.5,0,2852.6,32.2,268.3,30.7308541131076,8257.2,7,12871.6,12887.7,27876,0,3.2
BNW4RV-R,2014-03-31,NOK,3,1,null,2014-03-31,90,2014,201403,1035,980,55,-10,0,0,-10,0,65,65,1205,1436,2947,2947,4802,840,139,2747,0,1166,2886,1166,-104,0,0,23,-10,1166,980,0,4802,415,166,0,0,null,2015-04-29,2015-04-29,2015-04-29,0,0,0,0,-10,NOK,2747,0,0,980,72,0,0,0,0,84,0,233,0,17,0,415,139,2747,2747,1855,0,0
BNW4RV-R,2022-06-30,NOK,3,2,1,2022-06-30,91,2022,202206,2194,2213,-19,22,-8,1,29,0,521,521,2802,3642,3008,3008,9660,3596,1723,2432,0,3606,4155,3606,244,6.00221,600.778237071633,23,30,3632,2213,26,9660,2913,319,0,0,2022-07-15,2022-07-15,2022-07-15,2022-07-15,1,0,0,0,29,NOK,489,0.0483,0.0483,2213,191,0,0,0,77,36,0,780,0,210,0.0765673540776333,799,1723,489,2432,6652,0,0
HWYYQ0-R,2010-09-30,DKK,3,3,1,2010-09-30,92,2010,201009,2526,1947,579,580,141,0,439,0,1651,1490,1504,5061,1126,1126,11719,2132,188,1602,0,7287,1790,7287,528,23.20701,314,23,439,7299,1947,12,11719,5353,1906,0,0,2010-10-28,2010-10-28,2010-10-28,2010-10-28,0,0,0,0,439,DKK,1602,1.4,1.4,1947,768,0,0,0,1,0,0,1379,686,189,9.32802547770701,5353,188,1602,1602,10593,0,0
KZ5B9F-R,2004-06-30,NOK,3,2,1,2004-06-30,91,2004,200406,2324,2164,160,215,64,24,127,0,600,542,112,2040,2381,1416,6989,1946,0,1939,0,2534,1939,2534,158,29.16624,86.881267445,01,151,2561,2164,27,6989,2568,1328,0,0,2004-08-12,2004-08-18,2004-08-18,2004-08-18,1,0,0,0,127,NOK,1939,1.4825,1.4825,2164,273,0,0,0,41,17,0,1946,543,113,1.08193633408383,2568,0,1939,1939,5573,0,0
MVMFXK-R,2010-09-30,DKK,3,3,1,2010-09-30,92,2010,201009,15584,10570,5014,4678,1071,0,3585,0,12989,12352,9764,33923,1276,1276,57162,16929,1001,995,0,34264,1996,34264,1238,5.71067,6000,23,3585,34264,10570,0,57162,20004,11170,0,0,2010-10-27,2010-10-27,2010-10-27,2010-10-27,0,0,0,0,3585,DKK,995,0.621,0.621,10570,5621,0,0,0,110,477,0,12652,0,607,2.83233333333333,20004,1001,995,995,55886,0,0
MVMFXK-R,2011-09-30,DKK,3,3,1,2011-09-30,92,2011,201109,16532,11026,5506,5456,1255,0,4201,0,17905,14913,9055,38794,1462,1462,62013,20355,1692,502,0,35428,2194,35428,2291,6.10828,5800,23,4201,35428,11026,0,62013,20307,11834,0,0,2011-10-27,2011-10-27,2011-10-27,2011-10-27,0,0,0,0,4201,DKK,502,0.745,0.745,11026,6121,0,0,0,104,308,0,14422,0,615,3.17913793103448,20307,1692,502,502,60551,0,0
PDBDMJ-R,2001-03-31,NOK,3,1,1,2001-03-31,90,2001,200103,1502.5,1359.9,142.6,296.4,87.7,15.5,193.2,0,154.6,0,1471.5,2745.6,1116.3,938.7,5267.2,0,0,0,0,765.1,0,765.1,0,0,0,01,208.7,765.1,1359.9,0,5267.2,1405.3,1119.5,0,0,null,2001-05-24,2001-05-24,2001-05-24,0,0,0,0,193.2,NOK,0,413.6765,413.6765,1359.9,0,0,0,0,153.8,0,0,0,0,0,0,1405.3,0,0,0,4328.5,0,0
PDBDMJ-R,2024-03-31,NOK,3,1,1,2024-03-31,91,2024,202403,15163.6296551336,13025.9449865283,2137.68466860533,2291.84462066821,408.809354359353,31.9739159834131,1913.86725672144,0,1970.7132816,1970.7132816,32800.308156,43476.3720216,19017.0316728,18976.0239648,94334.1314832,14405.421996,4458.123684,25000.6420944,0,43274.848428,29458.7657784,43274.848428,-1573.57343661226,83.68579,517.111091,23,1945.84117270485,45198.6957576,13025.9449865283,1923.8473296,94334.1314832,28438.2596736,8705.350584,1.5,1.5,2024-05-08,2024-05-08,2024-05-08,2024-05-08,0,0,0,1.5,1913.86725672144,EUR,21008.8346328,3.7011,3.7011,13025.9449865283,3372.10621067924,0,0,0,-113.05063,393.964321938482,0,-1.81898940354586e-12,84.358714,1234.42154207391,56.217997508779,22239.0658728,4458.123684,21008.8346328,25000.6420944,75358.1075184,0,31.9739159834131
BNW4RV-R,2020-09-30,NOK,3,3,1,2020-09-30,92,2020,202009,2823,2609,214,188,29,0,159,0,436,436,2104,2912,3019,3019,9479,2263,605,2772,0,4409,3377,4409,-189,7.09258,621.63597111493,23,159,4434,2609,25,9479,3547,372,0,0,2020-10-27,2020-10-27,2020-10-27,2020-10-27,0,0,0,0,159,NOK,481,0.2558,0.2558,2609,413,0,0,0,0,26,0,896,0,199,1.04401937815148,848,605,481,2772,6460,0,0
HWYYQ0-R,2003-09-30,DKK,3,3,1,2003-09-30,92,2003,200309,1533,1262,271,252,73,1,178,0,0,0,0,0,0,0,7793,0,0,0,0,4069,0,4069,0,11.6483,349.32141,01,179,4069,1262,0,7793,0,0,0,0,2003-11-05,2003-11-06,2003-11-06,2003-11-06,0,0,0,0,178,DKK,0,0.5,0.5,1262,0,0,0,0,0,19,0,0,3724,0,0,0,0,0,0,0,0,0
HWYYQ0-R,2007-09-30,DKK,3,3,1,2007-09-30,92,2007,200709,1860,1499,361,314,74,-1,241,0,831,653,1221,3692,758,732,8208,2082,293,1580,0,3483,1873,3483,404,11.27184,309,23,240,3514,1499,31,8208,3701,1640,0,0,2007-10-25,2007-10-25,2007-10-25,2007-10-25,0,0,0,0,241,DKK,1580,0.778,0.778,1499,695,0,0,0,-32,15,0,1248,281,334,5.21035598705502,3701,293,1580,1580,7476,0,0
KZ5B9F-R,2007-03-31,NOK,3,1,1,2007-03-31,90,2007,200703,3359,3134,225,230,70,44,116,0,1082,1011,119,3514,8397,7960,15270,7443,4336,365,0,4924,4701,4924,-1229,58.67015,83.9268376395,23,160,5209,3134,285,15270,2179,2313,0,0,2007-05-10,2007-05-10,2007-05-10,2007-05-10,0,0,0,0,116,NOK,365,1.3869,1.3949,3134,364,0,0,0,35,57,0,3107,2253,139,-46.8145841128515,2179,4336,365,365,7310,0,8
PDBDMJ-R,2005-03-31,NOK,3,1,0,2005-03-31,90,2005,200503,459.3,439.6,19.7,-7.3,0,-0.9,-6.4,0,181.8,181.8,759.1,1178.9,671.7,575,2945.5,365.9,0,2176,0,349.5,2176,349.5,14.1,6.96215,50.2,23,-7.3,370.9,439.6,21.4,2945.5,1094.9,238,0,0,2005-05-10,2005-05-17,2005-05-17,2005-05-17,1,0,0,0,-6.4,NOK,1957.6,-0.1,-0.1,439.6,59.1,0,0,0,0.1,27.1,0,365.9,32.7,39.4,16.195219123506,1094.9,0,1957.6,2176,2370.5,0,0
