fsym_id,date,currency,ff_upd_type,ff_fp_ind_code,ff_report_freq_code,ff_fiscal_date,ff_fy_length_days,ff_fyr,ff_fpnc,ff_sales,ff_oper_exp_tot,ff_oper_inc,ff_ptx_inc,ff_inc_tax,ff_min_int_exp,ff_net_income,ff_div_pfd,ff_cash_st,ff_cash_only,ff_inven,ff_assets_curr,ff_assets_oth_intang,ff_intang,ff_assets,ff_liabs_curr,ff_debt_st,ff_debt_lt,ff_pfd_stk,ff_com_eq,ff_debt,ff_shldrs_eq,ff_chg_cash_cf,ff_bps,ff_com_shs_out,ff_actg_standard,ff_consol_net_inc,ff_eq_tot,ff_exp_tot,ff_min_int_accum,ff_liabs_shldrs_eq,ff_ppe_net,ff_receiv_st,ff_dps,ff_dps_gross,ff_eps_rpt_date,ff_source_is_date,ff_source_bs_date,ff_source_cf_date,ff_restate_ind,ff_loan_chg_cf,ff_dep_chg_cf,ff_dps_all,ff_net_inc_aft_pfd,ff_curn_doc,ff_debt_lt_xcap,ff_eps,ff_eps_xord,ff_oper_exp,ff_oper_inc_bef_dep,ff_pfd_stk_nred,ff_pfd_stk_red,ff_disc_oper,ff_misc_exp_non_oper,ff_int_exp_debt,ff_xord_items,ff_liabs_curr_misc,ff_liabs_oth_xdfd_rev,ff_dep_amort_exp,ff_wkcap_ps,ff_ppe_net_owned,ff_debt_st_xoper,ff_debt_lt_xlease,ff_debt_lt_xoper,ff_assets_tang,ff_dfd_tax_rsrv,ff_restruct_exp
RDLJGK-R,2018-06-30,SEK,3,2,1,2018-06-30,91,2018,201806,1939,1769,170,151,29,5,117,0,360,358,885,3072,6077,6077,10022,2002,16,3140,0,4091,3156,4091,-29,22.2824,183.59781,23,122,4087,1769,-4,10022,625,1692,0,0,2018-07-18,2018-07-18,2018-07-18,2018-07-18,0,0,0,0,117,SEK,3140,0.64,0.64,1769,235,0,0,0,1,19,0,1325,150,65,5.82795622671098,625,16,3140,3140,3945,0,0
C6LWM5-R,2011-09-30,NOK,3,3,1,2011-09-30,92,2011,201109,1077.2,943.1,134.1,13.7,3.8,1.1,39.6,0,48.1,48.1,1665.6,2327.3,1917.7,1917.7,6221.9,1045.8,538.7,2166.3,0,2080.4,2705,2080.4,-60.5,20.45624,101.7,23,40.7,2209.8,943.1,129.4,6221.9,1060.5,613.5,0,0,2011-11-01,2011-11-09,2011-11-09,2011-11-09,0,0,0,0,39.6,NOK,2166.3,0.38,0.38,943.1,168.6,0,0,0,0,49.4,0,507.1,0,34.5,12.6007866273353,1060.5,538.7,2166.3,2166.3,4304.2,0,0
HWYYQ0-R,2002-12-31,DKK,3,4,1,2002-12-31,92,2002,200212,1452,1254,198,264,72,0,192,0,998,832,1318,3776,0,414,8350,1160,204,1863,0,4155,2067,4155,0,11.58039,358.79616,01,192,4155,1254,0,8350,4123,1406,0.45,0.45,2003-02-05,2003-02-11,2003-02-11,2003-02-11,0,0,0,0.45,192,DKK,1863,0.53,0.53,1254,0,0,0,0,146,80,0,654,82,0,7.29104793094776,4123,204,1863,1863,7936,0,0
HWYYQ0-R,2014-09-30,DKK,3,3,1,2014-09-30,92,2014,201409,3184,2374,810,828,191,-2,639,0,3103,3072,2036,7903,2939,2939,18868,4379,574,1225,0,11067,1799,11067,279,35.71152,309.9,23,637,11078,2374,11,18868,7307,2764,0,0,2014-10-23,2014-10-23,2014-10-23,2014-10-23,0,0,0,0,639,DKK,1225,2.05,2.05,2374,1057,0,0,0,39,21,0,2188,1034,247,11.3714101323007,7307,574,1225,1225,15929,0,0
HWYYQ0-R,2015-03-31,DKK,3,1,1,2015-03-31,90,2015,201503,3579,2616,963,912,205,1,706,0,1229,1172,2292,6687,2974,2974,18471,4070,154,1228,0,11254,1382,11254,-1296,36.57459,307.7,23,707,11268,2616,14,18471,8098,3166,0,0,2015-04-23,2015-04-23,2015-04-23,2015-04-23,0,0,0,0,706,DKK,1228,2.29,2.29,2616,1190,0,0,0,16,30,0,2360,907,227,8.50503737406565,8098,154,1228,1228,15497,0,0
HWYYQ0-R,2018-12-31,DKK,3,4,1,2018-12-31,92,2018,201812,3714,2676,1038,1013,167,0,837,0,737,723,2820,6835,2130,2071,19697,5525,1789,1469,0,11425,3258,11425,-128,39.72611,287.594194,23,837,11438,2676,13,19697,9698,3278,5,5,2019-01-24,2019-01-24,2019-01-24,2019-01-24,0,0,0,5,837,DKK,1469,2.9062,2.9062,2676,1359,0,0,0,18,9,0,1743,5,321,4.55502936891695,9698,1789,1469,1469,17626,0,0
MVMFXK-R,2002-03-31,DKK,3,1,1,2002-03-31,90,2002,200203,5481,4658,823,1267,443,0,824,0,0,0,0,0,0,0,28674,0,0,0,0,19782,0,19782,0,2.85321,6933.2355,01,824,19782,4658,0,28674,0,0,0,0,2002-04-30,2002-04-30,2002-04-30,2002-04-30,0,0,0,0,824,DKK,0,0.119,0.119,4658,1122,0,0,0,444,0,0,0,0,299,0,0,0,0,0,0,0,0
MVMFXK-R,2004-03-31,DKK,3,1,1,2004-03-31,91,2004,200403,6567,5214,1353,1603,529,0,1074,0,2337,1505,6816,15285,746,346,33136,6985,794,772,0,24048,1566,24048,386,3.55484,6764.8659,23,1074,24048,5214,0,33136,16403,6132,0,0,2004-04-30,2005-02-03,2005-02-03,2005-02-03,1,0,0,0,1074,DKK,772,0.159,0.159,5214,1733,0,0,0,341,22,0,6191,-374,380,1.22692749903586,16403,794,772,772,32790,0,0
PDBDMJ-R,2004-12-31,NOK,3,4,1,2004-12-31,92,2004,200412,549.956,593.556,-43.6,-143.807,3.1,0,-129.034,0,167.726,0,727.793,1224.43,672.601,575.558,3007.883,458.302,36.051,2178.454,0,316.621,2214.505,316.621,-170.555,6.30342,50.2300218,01,-129.034,316.621,593.556,0,3007.883,1110.852,328.911,0,0,2005-02-14,2005-05-17,2005-05-17,2005-05-17,1,0,0,0,-129.034,NOK,1945.363,-3.2,-3.2,593.556,6.6,0,0,0,-62.307,37.9,0,422.251,31.747,50.2,15.2523923451692,1110.852,36.051,1945.363,2178.454,2432.325,0,0
RDLJGK-R,2020-09-30,SEK,3,3,1,2020-09-30,92,2020,202009,1833,1594,239,215,51,2,158,0,790,790,828,3206,5685,5685,10107,2419,112,3076,0,3744,3188,3744,-36,20.67814,181.060802,23,163,3744,1594,0,10108,955,1184,0,0,2020-10-22,2020-10-22,2020-10-22,2020-10-22,0,0,0,0,159,SEK,3076,0.877,0.877,1594,324,0,0,-3,2,30,0,1648,139,85,4.34660617486937,955,112,3076,3076,4422,0,2
RDLJGK-R,2023-09-30,SEK,3,3,1,2023-09-30,92,2023,202309,3560,3103,457,365,98,4,260,0,1165,1165,1965,6907,7901,7901,17005,4781,183,5162,0,5976,5345,5976,452,32.74674,182.491472,23,264,5977,3103,1,17004,1701,2706,0,0,2023-10-24,2023-10-24,2023-10-24,2023-10-24,0,0,0,0,260,SEK,4568,1.4257,1.4257,3103,582,0,0,0,0,93,0,3334,378,125,11.6498594520625,972,183,4568,5162,9104,0,0
HWYYQ0-R,2014-03-31,DKK,3,1,1,2014-03-31,90,2014,201403,3033,2236,797,902,208,1,693,0,2223,2153,1896,6966,3051,3051,17681,3387,477,1342,0,10637,1819,10637,1151,33.8758,314,23,694,10650,2236,13,17681,6955,2847,0,0,2014-04-24,2014-04-24,2014-04-24,2014-04-24,0,0,0,0,693,DKK,1342,2.2,2.2,2236,991,0,0,0,168,13,0,1679,1177,194,11.3980891719745,6955,477,1342,1342,14630,0,0
KZ5B9F-R,2004-03-31,NOK,3,1,1,2004-03-31,91,2004,200403,2270,2127,143,129,39,13,77,0,430,384,111,1754,2307,1312,6668,2025,0,1732,0,2404,1732,2404,-426,28.25359,85.08653507037,01,90,2423,2127,19,6668,2607,1213,0,0,2004-05-06,2004-05-17,2004-05-17,2004-05-17,1,0,0,0,77,NOK,1732,0.9086,0.9086,2127,251,0,0,0,-22,12,0,2025,488,108,-3.18499278147679,2607,0,1732,1732,5356,0,0
KZ5B9F-R,2004-12-31,NOK,3,4,1,2004-12-31,92,2004,200412,2760,2892,-132,-101,17,16,-134,0,590,532,249,2112,1254,1243,7333,2730,287,1544,0,2273,1831,2273,-74,26.6707,85.22460163672,01,-118,2396,2892,123,7333,2238,1273,2.59046,2.59046,2005-02-10,2005-04-20,2005-04-20,2005-04-20,1,0,0,2.59046,-134,NOK,1494,-1.5782,-1.5782,2892,66,0,0,0,1,9,0,1191,571,198,-7.25142726550132,2238,287,1494,1544,6090,0,0
KZ5B9F-R,2020-03-31,NOK,3,1,1,2020-03-31,91,2020,202003,4818,4453,365,-204,154,-171,-214,0,3977,3977,0,7401,20119,19773,35857,7492,1528,7708,0,10813,9236,10813,111,46.17535,234.172557,23,-385,17700,4453,6887,35855,3763,226,0,0,2020-05-06,2020-05-06,2020-05-06,2020-05-06,0,0,0,0,-214,NOK,4958,-0.9139,-0.9139,4453,700,0,0,0,-487,71,0,1278,521,335,-0.388602324567007,869,1528,4958,7708,16084,0,28
BNW4RV-R,2016-03-31,NOK,3,1,1,2016-03-31,91,2016,201603,1684,1609,75,61,14,0,47,0,69,69,1978,2256,2965,2965,5792,1203,87,1102,0,3416,1189,3416,-18,8.46873,403.36640992337,23,47,3416,1609,0,5792,571,209,0,0,2016-04-27,2016-04-27,2016-04-27,2016-04-27,0,0,0,0,47,NOK,1102,0.1168,0.1168,1609,101,0,0,0,0,53,0,447,0,26,2.61052971713744,571,87,1102,1102,2827,0,0
HWYYQ0-R,2002-03-31,DKK,3,1,1,2002-03-31,90,2002,200203,1308,1114,194,182,54,-1,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,128,0,1114,0,0,0,0,0,0,2002-05-09,2002-05-09,2002-05-09,2002-05-09,0,0,0,0,129,DKK,0,0.348,0.348,1114,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
HWYYQ0-R,2017-09-30,DKK,3,3,1,2017-09-30,92,2017,201709,3580,2531,1049,1002,181,1,818,0,699,661,2635,6258,2596,2519,18057,4223,630,1682,0,10723,2312,10723,-4,36.52897,293.547866,23,819,10736,2531,13,18057,8564,2924,0,0,2017-10-25,2017-10-25,2017-10-25,2017-10-25,0,0,0,0,818,DKK,1682,2.78,2.78,2531,1290,0,0,0,10,77,0,1837,439,241,6.93242988862334,8564,630,1682,1682,15538,0,0
KZ5B9F-R,2015-09-30,NOK,3,3,1,2015-09-30,92,2015,201509,3673,3246,427,1089,153,15,797,0,2854,2854,13,5915,14973,14511,23025,5704,719,3012,0,11195,3731,11195,2385,49.55507,225.910305,23,812,11492,3246,297,23025,1168,3048,0,0,2015-10-30,2015-10-30,2015-10-30,2015-10-30,0,0,0,0,797,NOK,3012,3.68,3.68,3246,556,0,0,0,14,141,0,4985,2817,129,0.933999004604947,1168,719,3012,3012,8514,0,4
KZ5B9F-R,2020-06-30,NOK,3,2,1,2020-06-30,91,2020,202006,4645,4075,570,282,-169,-1,470,0,6282,6282,0,9655,19358,19014,37144,9299,3579,7876,0,10686,11455,10686,2306,45.63302,234.172557,23,469,17088,4075,6402,37144,3480,226,0,0,2020-07-17,2020-07-17,2020-07-17,2020-07-17,1,0,0,0,471,NOK,5297,2.01,2.01,4075,931,0,0,0,-110,75,0,1227,411,361,1.52024645654785,745,3579,5297,7876,18130,0,97
MVMFXK-R,2020-12-31,DKK,3,4,1,2020-12-31,92,2020,202012,32138,21066,11072,12002,2684,0,9318,0,12757,12757,18536,65809,21331,20657,144922,70273,7459,2897,0,63325,10356,63325,-13239,13.69189,4625,23,9318,63325,21066,0,144922,50269,28023,2.925,2.925,2021-02-03,2021-02-05,2021-02-05,2021-02-05,0,0,0,2.925,9318,DKK,0,2.0091,2.0091,21066,12451,0,0,0,106,528,0,53184,0,1379,-0.965189189189189,50269,7459,0,2897,124265,0,0
PDBDMJ-R,2007-09-30,NOK,3,3,1,2007-09-30,92,2007,200709,2964.4,2925.3,39.1,83.1,72.8,0.4,-30.6,0,642.9,642.9,6569,9287.2,10519.7,9459.7,23708.4,3027,901,6232.5,0,13417.9,7133.5,13417.9,-247,38.56938,347.89,23,10.2,13438,2925.3,20.1,23708.4,3251.1,2075.3,0,0,2007-11-14,2007-11-14,2007-11-14,2007-11-14,1,0,0,0,-30.6,NOK,6232.5,-0.1,-0.1,2925.3,191.7,0,0,-40.4,218.3,69.7,0,1088,-370,152.6,17.9947684612952,3251.1,901,6232.5,6232.5,14248.7,0,49.3
RDLJGK-R,2019-09-30,SEK,3,3,1,2019-09-30,92,2019,201909,1813,1638,175,134,30,2,-240,0,496,496,911,3013,6066,6066,10403,2296,131,3491,0,3775,3622,3775,-24,20.77077,181.74581,23,104,3773,1638,-2,10403,1067,1227,0,0,2019-10-24,2019-10-24,2019-10-24,2019-10-24,1,0,0,0,-241,SEK,3178,-1.3247,-1.3247,1638,316,0,0,-342,-1,40,0,1581,154,141,3.94507031551374,664,24,3178,3178,4337,0,0
C6LWM5-R,2009-03-31,NOK,3,1,1,2009-03-31,90,2009,200903,476.2,394.1,82.1,19.1,50.3,0,29.9,0,12.1,12.1,944,1120.5,1111.1,1111,2948.8,322.9,136.8,811.1,0,1338.1,947.9,1338.1,-11.4,12.99126,103,23,29.9,1339,394.1,0.9,2948.8,440,164.4,0,0,2009-05-06,2009-05-06,2009-05-06,2009-05-06,0,0,0,0,29.9,NOK,811.1,0.29,0.3,394.1,97.6,0,0,0,0.1,3.9,0,186.1,0,15.5,7.74368932038835,440,136.8,811.1,811.1,1837.8,0,0
C6LWM5-R,2018-12-31,NOK,3,4,1,2018-12-31,92,2018,201812,3101.1,2620.9,480.2,1284,207.7,-8.8,1167.5,0,239.596,239.596,5765.55,6924.623,3411.275,3403.951,15135.564,3435.174,747.193,1019.117,0,9048.113,1766.31,9048.113,-249.904,80.25717,112.738996,23,1158.7,9139.842,2620.9,91.729,15135.564,3591.489,867.815,23,23,2019-02-14,2019-04-26,2019-04-26,2019-04-26,0,0,0,23,1167.5,NOK,689.927,10.36,10.36,2620.9,602.5,0,0,0,0,64.5,0,717.746,0,122.3,30.9515706526249,2829.635,747.193,689.927,1019.117,11731.613,0,0
MVMFXK-R,2004-12-31,DKK,3,4,1,2004-12-31,92,2004,200412,7773,6181,1592,2062,664,0,1398,0,3959,3433,7163,17749,0,314,36664,7280,507,1188,0,26504,1695,26504,240,3.99026,6642.18062,23,1398,26504,6181,0,36664,17559,6169,0.24,0.24,2005-01-28,2005-02-03,2005-02-03,2005-02-03,1,0,0,0.24,1398,DKK,1188,0.209,0.209,6181,1815,0,0,0,684,186,0,5081,-161,223,1.57613901201019,17559,507,1188,1188,36350,0,0
BNW4RV-R,2016-06-30,NOK,3,2,1,2016-06-30,91,2016,201606,1898,1704,194,183,40,0,143,0,186,186,2267,2656,2976,2976,6246,1776,300,1090,0,3282,1390,3282,117,8.13724,403.331106075,23,143,3282,1704,0,6246,614,203,0,0,2016-07-22,2016-07-22,2016-07-22,2016-07-22,0,0,0,0,143,NOK,1090,0.3537,0.3537,1704,222,0,0,0,0,11,0,730,0,28,2.1818302301642,614,300,1090,1090,3270,0,0
C6LWM5-R,2007-12-31,NOK,3,4,1,2007-12-31,92,2007,200712,454.3,385.4,68.9,216.5,63.7,0,154.7,0,47.809,47.809,969.653,1199.273,0,1078.474,2893.822,343.3,88.394,765.057,0,1322.008,853.451,1322.008,-78.441,12.83503,103,23,154.7,1322.008,385.4,0,2893.822,348.222,181.811,1.1,1.1,2008-02-27,2008-02-29,2008-02-29,2008-02-29,0,0,0,1.1,154.7,NOK,689.176,1.5,1.5,385.4,86.2,0,0,0,-0.1,13,0,66.326,2.741,17.3,8.31041747572816,348.222,88.394,689.176,765.057,1815.348,0,0
HWYYQ0-R,2023-12-31,DKK,3,4,1,2023-12-31,92,2023,202312,4603,3473,1130,929,228,-3,698,0,1156,1116,3627,9462,4532,4532,28594,7262,3220,4561,0,13978,7781,13978,-59,50.40433,277.317446,23,695,14351,3473,373,28594,12325,4347,2,2,2024-02-01,2024-02-08,2024-02-08,2024-02-08,0,0,0,2,698,DKK,4329,2.517,2.517,3473,1495,0,0,0,27,26,0,1423,0,365,7.93314676639565,12325,3220,4329,4561,24062,0,202
KZ5B9F-R,2011-03-31,NOK,3,1,1,2011-03-31,90,2011,201103,3496,3192,304,283,95,35,159,0,1200,659,135,3857,10750,9771,16696,5103,581,2076,0,6830,2657,6830,9,65.65996,104.020778,23,194,7145,3192,315,16696,2089,2522,0,0,2011-05-13,2011-05-13,2011-05-13,2011-05-13,0,0,0,0,159,NOK,2076,1.53,1.5,3192,441,0,0,0,25,29,0,4522,2372,137,-11.9783760894386,2089,581,2076,2076,6925,0,13
KZ5B9F-R,2022-12-31,NOK,3,4,1,2022-12-31,92,2022,202212,3988,3653,335,829,72,9,478,0,3738,3738,34,5945,10389,10389,43708,6287,2049,6385,0,28613,8434,28613,3450,122.98363,232.656987,23,487,28801,3653,188,43708,2331,2038,2,2,2023-02-10,2023-03-30,2023-03-30,2023-03-30,0,0,0,2,478,NOK,4630,2.0545,1.9514,3653,627,0,0,0,659,99,-24,574,540,292,-1.46997519571591,535,2049,4630,6385,33319,0,52
MVMFXK-R,2001-12-31,DKK,3,4,1,2001-12-31,92,2001,200112,6460,5155,1305,1566,558,0,1008,0,3062,1660,4760,13864,28905,14,28905,6006,817,863,0,20137,1680,20137,0,2.90429,6933.53674,01,1008,20137,5155,0,28905,13626,5004,0.1675,0.1675,2002-02-07,2002-02-07,2002-02-07,2002-02-07,0,0,0,0.1675,1008,DKK,863,0.1455,0.1455,5155,0,0,0,0,651,390,0,4157,1899,0,1.13333213548386,13626,817,863,863,28891,0,0
PDBDMJ-R,2015-03-31,NOK,3,1,1,2015-03-31,90,2015,201503,5651.6,4646.1,1005.5,554.2,160.2,0.9,386.3,0,578.5,578.5,10233.8,14143.9,13604.6,7325.5,36129.8,4342,2.1,8094.5,0,18369.5,8096.6,18369.5,-770.4,40.81706,450.044682,23,406.3,18386.5,4646.1,17,36129.8,7243.8,3331.6,1.3,1.3,2015-04-28,2015-04-29,2015-04-29,2015-04-29,1,0,0,1.3,386.3,NOK,8094.5,0.94,0.94,4646.1,1251.4,0,0,-19.1,312.4,137.3,0,4339.9,2196.8,245.9,21.7798374073444,7243.8,2.1,8094.5,8094.5,28804.3,0,-0.8
PDBDMJ-R,2016-06-30,NOK,3,2,1,2016-06-30,91,2016,201606,7754.39545506518,6313.84085598674,1440.55459907844,687.664485200445,442.60248031194,-0.931794695393557,396.944540237655,0,839.46257694075,839.46257694075,13727.9555633268,19129.1488878293,9732.37399556226,9670.0882894105,39029.896822016,5793.500309518,0.929637405250001,8583.34216267325,0,17857.4049174473,8584.2718000785,17857.4049174473,-33.372216761637,39.67557,450.085652,23,396.012745542262,17862.9827418788,6313.84085598674,5.5778244315,39029.896822016,8826.90716284876,4561.73074756175,2.1,2.1,2016-08-16,2016-08-18,2016-08-18,2016-08-18,0,0,0,2.1,396.944540237655,EUR,8583.34216267326,0.8386,0.8386,6313.84085598674,1769.47812655237,0,0,0,1103.24492,1203.87874644848,0,5792.57067211275,2940.443113,328.923527473926,29.629135074742,8826.90716284876,0.929637405250001,8583.34216267326,8583.34216267326,29359.8085326055,0,19.5676886032647
C6LWM5-R,2022-12-31,NOK,3,4,1,2022-12-31,92,2022,202212,6406,5703,703,-121,-45,95,-165,0,2712.707,2712.707,12684.598,17474.418,29765.663,18291.052,62500.963,11285.886,3711.826,19502.188,0,19355.969,23214.014,19355.969,1875.352,147.26908,131.432674,23,-177,24154.763,5703,4798.794,62500.963,12517.825,1987.432,20,20,2023-02-22,2023-04-28,2023-04-28,2023-04-28,0,0,0,20,-164,NOK,18349.972,-1.3,-1.3,5703,1046,0,0,107,15,187,0,3.3760000000002,5612.445,343,47.0851867473989,11131.221,3711.826,18349.972,19502.188,44209.911,0,0
KZ5B9F-R,2019-09-30,NOK,3,3,1,2019-09-30,92,2019,201909,4600,3852,748,637,238,109,293,0,4403,4403,0,7470,16930,16748,32374,6118,1436,6548,0,10685,7984,10685,-174,44.83296,238.329119,23,402,17052,3852,6367,32375,3231,0,0,0,2019-10-25,2019-10-25,2019-10-25,2019-10-25,1,0,0,0,292,NOK,4286,1.2252,1.2252,3852,1045,0,0,0,-7,58,0,0,367,297,5.67282758260018,857,1436,4286,6548,15626,0,64
KZ5B9F-R,2022-09-30,NOK,3,3,1,2022-09-30,92,2022,202209,3756,3384,372,-2892,75,15,-3152,0,287,287,0,2700,11133,10225,44189,5635,1977,7479,0,28606,9456,28606,-6,122.22859,234.036901,23,-3137,28784,3384,178,44188,2394,191,0,0,2022-10-27,2022-10-27,2022-10-27,2022-10-27,0,0,0,0,-3152,NOK,5670,-13.468,-13.468,3384,655,0,0,0,16,78,0,610,544,283,-12.5407574081662,526,1977,5670,7479,33964,0,31
KZ5B9F-R,2012-09-30,NOK,3,3,1,2012-09-30,92,2012,201209,3524,3134,390,345,121,14,211,0,1187,819,137,3819,9442,9442,16091,4793,333,2031,0,6453,2364,6453,228,60.27394,107.061192,23,225,6698,3134,245,16091,1899,2495,0,0,2012-11-06,2012-11-07,2012-11-07,2012-11-07,1,0,0,0,211,NOK,2031,1.97,1.97,3134,513,0,0,0,-8,27,0,0,2569,123,-9.09760093087699,1899,333,2031,2031,6649,0,9
HWYYQ0-R,2002-06-30,DKK,3,2,1,2002-06-30,91,2002,200206,1407,1172,235,195,53,1,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,142,0,1172,0,0,0,0,0,0,2002-08-14,2002-08-19,2002-08-19,2002-08-19,0,0,0,0,141,DKK,0,0.384,0.384,1172,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
HWYYQ0-R,2020-06-30,DKK,3,2,1,2020-06-30,91,2020,202006,3349,2484,865,809,162,1,645,0,1046,1024,2624,6861,2668,2668,20709,4800,1846,3956,0,10804,5802,10804,98,38.55305,280.237211,23,646,10816,2484,12,20709,9952,3169,0,0,2020-08-11,2020-08-11,2020-08-11,2020-08-11,0,0,0,0,645,DKK,3527,2.2954,2.2954,2484,1170,0,0,0,-24,12,0,1508,12,305,7.35448369845502,9952,1846,3527,3956,18041,0,20
HWYYQ0-R,2021-12-31,DKK,3,4,1,2021-12-31,92,2021,202112,3834,3067,767,773,148,-2,625,0,1038,963,2992,7823,5024,4874,25228,5673,2151,4037,0,11827,6188,11827,100,42.68047,277.105638,23,623,12206,3067,379,25228,10185,3793,5.5,5.5,2022-02-01,2022-02-01,2022-02-01,2022-02-01,0,0,0,5.5,625,DKK,3677,2.2555,2.2555,3067,1112,0,0,0,-110,0,0,861,1263,345,7.75877393010676,10185,2151,3677,4037,20354,0,0
KZ5B9F-R,2023-12-31,NOK,3,4,1,2023-12-31,0,2023,202312,4082,3751,331,2288,70,18,2180,0,1279,1279,18,3667,11091,11091,58414,5175,1148,6740,0,44461,7888,44461,176,197.41372,225.217378,23,2229,44603,3751,142,58414,2524,2137,2,0,2024-02-07,2024-04-04,2024-04-04,2024-04-04,0,0,0,2,2180,NOK,4872,9.6795,9.6795,3751,663,0,0,-31,-16,138,0,632,228,332,-6.69575329129353,580,1148,4872,6740,47323,0,41
MVMFXK-R,2005-03-31,DKK,3,1,1,2005-03-31,90,2005,200503,7258,6051,1207,1550,556,0,1232,0,2848,2322,7335,16317,782,403,35918,7446,424,1246,0,25729,1670,25729,-1062,3.62693,7093.8832,23,1232,25729,6051,0,35918,18240,6134,0,0,2005-04-28,2005-04-29,2005-04-29,2005-04-29,0,0,0,0,1232,DKK,1246,0.1855,0.1855,6051,1619,0,0,0,419,76,0,7022,-44,412,1.25051396391753,18240,424,1246,1246,35515,0,0
MVMFXK-R,2012-09-30,DKK,3,3,1,2012-09-30,92,2012,201209,19845,12167,7678,7359,1692,0,5667,0,17650,13482,9414,40895,1472,1472,66620,26226,588,503,0,35660,1091,35660,4214,6.36786,5600,23,5667,35660,12167,0,66620,21323,13831,0,0,2012-10-31,2012-10-31,2012-10-31,2012-10-31,0,0,0,0,5667,DKK,503,1.04,1.04,12167,8322,0,0,0,101,420,0,17590,0,644,2.61946428571429,21323,588,503,503,65148,0,0
MVMFXK-R,2020-03-31,DKK,3,1,1,2020-03-31,91,2020,202003,33875,17680,16195,15021,3124,0,11897,0,9765,9765,17261,63193,6546,5838,126256,63187,1244,2866,0,54399,4110,54399,-5698,11.56441,4704,23,11897,54399,17680,0,126256,50863,31903,0,0,2020-05-06,2020-05-06,2020-05-06,2020-05-06,0,0,0,0,11897,DKK,2866,2.5326,2.5326,17680,17281,0,0,0,107,1298,0,53359,0,1086,0.00127551020408163,50863,1244,2866,2866,120418,0,0
PDBDMJ-R,2004-03-31,NOK,3,1,1,2004-03-31,91,2004,200403,602.7,587.4,15.3,-58.1,0,-0.8,-57,0,126.6,126.6,811.4,1258,724.5,646.8,3228.3,851,0,2584.8,0,-242.5,2584.8,-242.5,-10,-9.46821,25.612020491527,01,-58.1,-207.5,587.4,35,3228.3,1245.8,320,0,0,2004-05-28,2004-06-02,2004-06-02,2004-06-02,1,0,0,0,-57,NOK,2584.8,-0.0079,-0.0079,587.4,61.5,0,0,0.3,-0.2,73.2,0,851,0,46.2,15.8909758851179,1245.8,0,2584.8,2584.8,2581.5,0,0
HWYYQ0-R,2005-03-31,DKK,3,1,1,2005-03-31,90,2005,200503,1476,1201,275,267,74,1,192,0,634,492,1169,3171,463,463,7063,1446,80,1302,0,3744,1382,3744,-79,11.31118,331,23,193,3776,1201,32,7063,3429,1368,0,0,2005-04-28,2005-04-29,2005-04-29,2005-04-29,0,0,0,0,192,DKK,1302,0.578,0.586,1201,392,0,0,0,0,8,0,1366,539,117,5.21148036253776,3429,80,1302,1302,6600,0,0
HWYYQ0-R,2006-09-30,DKK,3,3,1,2006-09-30,92,2006,200609,1756,1407,349,305,77,1,227,0,655,480,1231,3460,500,488,7439,1730,46,1680,0,3286,1726,3286,351,10.78951,304.555,23,228,3325,1407,39,7439,3446,1574,0,0,2006-10-25,2006-10-27,2006-10-27,2006-10-27,0,0,0,0,227,DKK,1680,0.722,0.722,1407,456,0,0,0,0,44,0,1684,169,107,5.68041897194267,3446,46,1680,1680,6951,0,0
KZ5B9F-R,2001-12-31,NOK,3,4,1,2001-12-31,92,2001,200112,2077,2096,-19,-105,-47,15,-58,0,646,608,99,1783,0,868,6751,2028,64,1971,0,2047,2035,2047,0,23.6052,86.7181690368,01,-43,2182,2096,135,6751,2991,1009,1.59413,1.59412959862351,2002-02-28,2002-02-23,2002-02-23,2002-02-23,0,0,0,1.59413,-58,NOK,1798,0,-0.7965,2096,79,0,0,0,-46,0,0,1488,537,98,-2.82524415265307,2991,64,1798,1971,5883,0,0
KZ5B9F-R,2007-09-30,NOK,3,3,1,2007-09-30,92,2007,200709,3179,2960,219,74,22,34,18,0,757,754,121,3146,8166,7742,15335,6809,3724,1116,0,4957,4840,4957,-42,59.21001,83.7189498992,23,52,5139,2960,182,15335,2070,2268,0,0,2007-11-02,2007-11-02,2007-11-02,2007-11-02,0,0,0,0,18,NOK,1116,0.2072,0.2072,2960,362,0,0,0,14,60,0,3085,2271,143,-43.7535349453183,2070,3724,1116,1116,7593,0,132
MVMFXK-R,2005-12-31,DKK,3,4,1,2005-12-31,92,2005,200512,9426,7557,1869,1712,491,0,1196,0,5025,3303,7782,19560,0,485,41081,10581,1444,1248,0,27634,2692,27634,-156,4.26826,6474.29828,23,1196,27634,7557,0,41081,19941,6231,0.3,0.3,2006-01-27,2006-02-09,2006-02-09,2006-02-09,0,0,0,0.3,1196,DKK,1248,0.1855,0.1855,7557,2406,0,0,0,142,299,0,6961,-228,537,1.38686844684579,19941,1444,1248,1248,40596,0,0
